kernel,stage,persistence,class,confidence,stability,pim_affinity,substrate,time_ms,lfmr_gpu,mpki_gpu,dram_sol_pct,sectors_per_req,occupancy_pct,ai_flop_per_byte,dram_bytes_per_launch,dominant_stall,rationale,source
sba::reduce_abs_max_kernel,bundle_adjust,hot-persistent,G4-latency,medium,borderline:G3-l2-reuse↔G4-latency,conditional,raise occupancy first; PiM if the set defeats caches,0.046,0.362,220.93,0.9,3.6,15.3,0.0,7285.33,long_scoreboard,"long-scoreboard dominant at 15% occupancy, DRAM-SoL 1%",2026-07-03_125001_freiburg3longofficehouse_ncu_dellworkstation_sm89
sba::clear_full_system_stage_1_kernel,bundle_adjust,hot-persistent,G2-coalescing,medium,borderline:G0-nosignal↔G2-coalescing,conditional,scatter-capable PiM — or a data-layout fix first,0.044,0.006,2.22,0.2,24.0,41.6,0.0,2889.14,wait,24 sectors/request (4 = coalesced),2026-07-03_125001_freiburg3longofficehouse_ncu_dellworkstation_sm89
sba::v1T_x_M_T_x_v2_kernel,bundle_adjust,hot-persistent,G1-bandwidth,low,stable,strong,DRAM-PiM (bank-level bandwidth),0.041,0.708,115.23,12.6,2.4,41.0,0.391,186859,long_scoreboard,memory-limited (MemSoL 13%) without a sharper signature,2026-07-03_125001_freiburg3longofficehouse_ncu_dellworkstation_sm89
conv_grad_y_kernel,feature_detect,streaming,G1-bandwidth,low,borderline:G1-bandwidth↔G3-l2-reuse,strong,near-sensor SRAM (consume before DRAM),0.041,0.385,124.61,19.1,3.7,29.8,3.424,212672,long_scoreboard,memory-limited (MemSoL 24%) without a sharper signature,2026-07-03_125001_freiburg3longofficehouse_ncu_dellworkstation_sm89
sba::point_term_kernel,bundle_adjust,hot-persistent,G2-coalescing,high,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.041,0.646,404.92,3.9,23.8,13.2,0.346,28416,long_scoreboard,24 sectors/request (4 = coalesced),2026-07-03_125001_freiburg3longofficehouse_ncu_dellworkstation_sm89
sba::evaluate_cost_kernel,bundle_adjust,hot-persistent,G2-coalescing,medium,borderline:G2-coalescing↔G4-latency,conditional,scatter-capable PiM — or a data-layout fix first,0.039,0.745,209.05,7.9,9.0,14.7,2.098,95286.9,long_scoreboard,9 sectors/request (4 = coalesced),2026-07-03_125001_freiburg3longofficehouse_ncu_dellworkstation_sm89
cast_image_kernel_rgb,preprocess,streaming,G5-compute,low,stable,none,host GPU,0.037,0.371,88.54,11.6,4.0,89.5,0.0,924800,tex_throttle,"CompSoL 82% dominant, AI 0.0 FLOP/B; only n=1 profiled launches — small sample",2026-07-03_125001_freiburg3longofficehouse_ncu_dellworkstation_sm89
sba::reduced_system_stage_3_kernel,bundle_adjust,hot-persistent,G4-latency,medium,stable,strong,"near-memory compute (latency, uncacheable set)",0.037,0.511,143.01,13.7,3.9,16.2,0.69,153874,long_scoreboard,"long-scoreboard dominant at 16% occupancy, DRAM-SoL 14%",2026-07-03_125001_freiburg3longofficehouse_ncu_dellworkstation_sm89
conv_grad_x_kernel,feature_detect,streaming,G1-bandwidth,low,borderline:G1-bandwidth↔G3-l2-reuse,strong,near-sensor SRAM (consume before DRAM),0.036,0.403,105.01,21.6,3.7,32.6,3.657,242048,tex_throttle,memory-limited (MemSoL 22%) without a sharper signature,2026-07-03_125001_freiburg3longofficehouse_ncu_dellworkstation_sm89
gftt_values_kernel,feature_detect,streaming,G1-bandwidth,low,borderline:G1-bandwidth↔G3-l2-reuse,strong,near-sensor SRAM (consume before DRAM),0.029,0.355,38.77,39.7,4.0,86.1,16.076,2.46374e+06,long_scoreboard,memory-limited (MemSoL 62%) without a sharper signature,2026-07-03_125001_freiburg3longofficehouse_ncu_dellworkstation_sm89
sba::calc_point_update_kernel_xavier_special,bundle_adjust,hot-persistent,G1-bandwidth,low,stable,strong,DRAM-PiM (bank-level bandwidth),0.027,0.843,87.94,16.3,2.4,67.7,0.463,154709,long_scoreboard,memory-limited (MemSoL 16%) without a sharper signature,2026-07-03_125001_freiburg3longofficehouse_ncu_dellworkstation_sm89
sba::v1T_x_M_x_v2_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.02,0.278,11.07,1.0,2.3,13.9,4.985,7168,barrier,"'barrier' stall dominant at 14% occupancy; memory is not the wall (MemSoL 3%, DRAM-SoL 1%)",2026-07-03_125001_freiburg3longofficehouse_ncu_dellworkstation_sm89
sba::calc_pose_update_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.02,0.317,1204.41,1.4,4.0,6.5,0.058,9898.67,wait,"'wait' stall dominant at 6% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-03_125001_freiburg3longofficehouse_ncu_dellworkstation_sm89
sba::pose_scaling_term_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.02,0.281,173.42,0.7,13.5,12.3,0.302,4928,barrier,"'barrier' stall dominant at 12% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%); note: scattered access (14 sect/req) — re-screen for PiM once occupancy is fixed",2026-07-03_125001_freiburg3longofficehouse_ncu_dellworkstation_sm89
sba::update_points_kernel,bundle_adjust,hot-persistent,G2-coalescing,high,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.016,0.462,2187.5,4.9,31.2,15.5,0.055,26880,long_scoreboard,31 sectors/request (4 = coalesced),2026-07-03_125001_freiburg3longofficehouse_ncu_dellworkstation_sm89
sba::update_poses_kernel,bundle_adjust,hot-persistent,G3-l2-reuse,medium,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.014,0.269,1018.26,0.9,4.0,9.4,0.081,4757.33,long_scoreboard,memory-limited but LFMR 0.27 — the L2 is earning its keep,2026-07-03_125001_freiburg3longofficehouse_ncu_dellworkstation_sm89
sba::make_prediction,bundle_adjust,hot-persistent,G4-latency,medium,borderline:G3-l2-reuse↔G4-latency,conditional,raise occupancy first; PiM if the set defeats caches,0.014,0.355,12862.75,2.8,1.0,2.1,0.001,13994.7,long_scoreboard,"long-scoreboard dominant at 2% occupancy, DRAM-SoL 3%",2026-07-03_125001_freiburg3longofficehouse_ncu_dellworkstation_sm89
xxtrf4_set_info_ker,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.013,0.239,11020.41,0.6,1.0,2.1,0.0,2468.57,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-03_125001_freiburg3longofficehouse_ncu_dellworkstation_sm89
sba::clear_full_system_stage_2_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.013,0.312,4612.84,2.6,3.0,15.2,0.0,10185.1,wait,"'wait' stall dominant at 15% occupancy; memory is not the wall (MemSoL 3%, DRAM-SoL 3%)",2026-07-03_125001_freiburg3longofficehouse_ncu_dellworkstation_sm89
cub::DeviceMergeSortPartitionKernel,keypoint_sort,streaming,G3-l2-reuse,low,borderline:G3-l2-reuse↔G4-latency,weak,"weak, cache-friendly",0.012,0.29,428.12,0.5,2.2,3.9,0.0,6528,long_scoreboard,memory-limited but LFMR 0.29 — the L2 is earning its keep; only n=2 profiled launches — small sample,2026-07-03_125001_freiburg3longofficehouse_ncu_dellworkstation_sm89
cub::DeviceMergeSortBlockSortKernel,keypoint_sort,streaming,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.012,0.383,34.99,2.7,11.8,16.6,0.0,68096,wait,"'wait' stall dominant at 17% occupancy; memory is not the wall (MemSoL 8%, DRAM-SoL 3%); note: scattered access (12 sect/req) — re-screen for PiM once occupancy is fixed; only n=1 profiled launches — small sample",2026-07-03_125001_freiburg3longofficehouse_ncu_dellworkstation_sm89
dtrsv_init,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.011,0.224,10583.33,0.7,1.0,2.1,0.0,2709.33,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-03_125001_freiburg3longofficehouse_ncu_dellworkstation_sm89
non_max_suppression_kernel,feature_detect,streaming,G1-bandwidth,low,borderline:G1-bandwidth↔G3-l2-reuse,strong,near-sensor SRAM (consume before DRAM),0.011,0.39,80.28,50.7,4.0,86.8,0.0,1.23302e+06,long_scoreboard,DRAM-SoL 51%; LFMR 0.39 (L2 absorbing reuse); only n=1 profiled launches — small sample,2026-07-03_125001_freiburg3longofficehouse_ncu_dellworkstation_sm89
dtrsv_init_up,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.011,0.245,9407.41,0.7,1.0,2.1,0.0,2709.33,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-03_125001_freiburg3longofficehouse_ncu_dellworkstation_sm89
copy_info_kernel,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.011,0.239,10952.38,0.6,1.0,2.1,0.0,2453.33,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-03_125001_freiburg3longofficehouse_ncu_dellworkstation_sm89
accumulateGFTT_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.01,0.953,128.06,55.6,0,80.4,1.308,1.2343e+06,long_scoreboard,DRAM-SoL 56%; LFMR 0.95 (L2 not helping); only n=1 profiled launches — small sample,2026-07-03_125001_freiburg3longofficehouse_ncu_dellworkstation_sm89
cub::DeviceMergeSortMergeKernel,keypoint_sort,streaming,G2-coalescing,low,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.01,0.369,145.91,6.3,11.5,16.5,0.0,68544,long_scoreboard,12 sectors/request (4 = coalesced); only n=2 profiled launches — small sample,2026-07-03_125001_freiburg3longofficehouse_ncu_dellworkstation_sm89
downsample_gftt_x8_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.009,0.808,122.58,64.1,4.0,78.6,0.0,1.23328e+06,long_scoreboard,DRAM-SoL 64%; LFMR 0.81 (L2 not helping); only n=1 profiled launches — small sample,2026-07-03_125001_freiburg3longofficehouse_ncu_dellworkstation_sm89
select_features_kernel,feature_detect,streaming,G2-coalescing,low,borderline:G1-bandwidth↔G2-coalescing,conditional,scatter-capable PiM — or a data-layout fix first,0.006,0.846,703.62,39.5,18.1,15.7,0.113,484992,long_scoreboard,18 sectors/request (4 = coalesced); only n=1 profiled launches — small sample,2026-07-03_125001_freiburg3longofficehouse_ncu_dellworkstation_sm89
matcher::lift_kernel,tracking,streaming+hot,G2-coalescing,low,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.005,0.749,1460.74,7.7,22.5,15.2,0.197,90496,long_scoreboard,22 sectors/request (4 = coalesced); only n=1 profiled launches — small sample,2026-07-03_125001_freiburg3longofficehouse_ncu_dellworkstation_sm89
filter_maximums_kernel,feature_detect,streaming,G3-l2-reuse,low,borderline:G2-coalescing↔G3-l2-reuse,weak,"weak, cache-friendly",0.003,0.043,15.11,0.9,6.5,15.6,0.0,5632,long_scoreboard,memory-limited but LFMR 0.04 — the L2 is earning its keep; only n=1 profiled launches — small sample,2026-07-03_125001_freiburg3longofficehouse_ncu_dellworkstation_sm89
