kernel,stage,persistence,class,confidence,stability,pim_affinity,substrate,time_ms,lfmr_gpu,mpki_gpu,dram_sol_pct,sectors_per_req,occupancy_pct,ai_flop_per_byte,dram_bytes_per_launch,dominant_stall,rationale,source
getrf_wo_pivot_params,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.069,0.377,442.84,4.9,6.0,8.1,0.824,90608,wait,"'wait' stall dominant at 8% occupancy; memory is not the wall (MemSoL 5%, DRAM-SoL 5%)",2026-07-04_065518_kitti08_ncu_dellworkstation_sm89
trsv_ln_exec,ba_solver,hot-persistent,G3-l2-reuse,medium,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.069,0.326,412.52,1.2,2.0,7.0,0.065,22560,long_scoreboard,memory-limited but LFMR 0.33 — the L2 is earning its keep,2026-07-04_065518_kitti08_ncu_dellworkstation_sm89
sba::calc_jacobians_kernel,bundle_adjust,hot-persistent,G2-coalescing,high,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.059,0.141,167.07,7.9,27.0,14.8,7.117,124928,long_scoreboard,27 sectors/request (4 = coalesced),2026-07-04_065518_kitti08_ncu_dellworkstation_sm89
sba::reduced_system_stage_12_kernel,bundle_adjust,hot-persistent,G0-nosignal,low,stable,n/a,—,0.056,0.197,35.5,10.8,10.5,78.6,1.302,161776,barrier,no dominant bottleneck signal (short/latency-tax kernels),2026-07-04_065518_kitti08_ncu_dellworkstation_sm89
sba::reduce_abs_max_kernel,bundle_adjust,hot-persistent,G4-latency,medium,borderline:G3-l2-reuse↔G4-latency,conditional,raise occupancy first; PiM if the set defeats caches,0.054,0.385,214.13,0.9,3.6,15.3,0.0,7012.57,long_scoreboard,"long-scoreboard dominant at 15% occupancy, DRAM-SoL 1%",2026-07-04_065518_kitti08_ncu_dellworkstation_sm89
sba::clear_full_system_stage_1_kernel,bundle_adjust,hot-persistent,G2-coalescing,medium,borderline:G0-nosignal↔G2-coalescing,conditional,scatter-capable PiM — or a data-layout fix first,0.051,0.004,2.29,0.2,24.0,41.6,0.0,2928,wait,24 sectors/request (4 = coalesced),2026-07-04_065518_kitti08_ncu_dellworkstation_sm89
sba::point_term_kernel,bundle_adjust,hot-persistent,G2-coalescing,high,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.048,0.658,401.2,3.8,23.9,13.3,0.347,28022.9,long_scoreboard,24 sectors/request (4 = coalesced),2026-07-04_065518_kitti08_ncu_dellworkstation_sm89
sba::v1T_x_M_T_x_v2_kernel,bundle_adjust,hot-persistent,G1-bandwidth,low,stable,strong,DRAM-PiM (bank-level bandwidth),0.046,0.706,111.76,12.5,2.4,41.3,0.404,178048,long_scoreboard,memory-limited (MemSoL 13%) without a sharper signature,2026-07-04_065518_kitti08_ncu_dellworkstation_sm89
sba::reduced_system_stage_3_kernel,bundle_adjust,hot-persistent,G4-latency,medium,stable,strong,"near-memory compute (latency, uncacheable set)",0.042,0.514,140.89,13.4,3.9,16.2,0.696,150704,long_scoreboard,"long-scoreboard dominant at 16% occupancy, DRAM-SoL 13%",2026-07-04_065518_kitti08_ncu_dellworkstation_sm89
gftt_values_kernel,feature_detect,streaming,G3-l2-reuse,low,borderline:G1-bandwidth↔G3-l2-reuse,weak,"weak, cache-friendly",0.04,0.337,38.11,42.1,4.0,85.6,16.225,3.65261e+06,long_scoreboard,memory-limited but LFMR 0.34 — the L2 is earning its keep; only n=1 profiled launches — small sample,2026-07-04_065518_kitti08_ncu_dellworkstation_sm89
sba::calc_point_update_kernel_xavier_special,bundle_adjust,hot-persistent,G1-bandwidth,low,stable,strong,DRAM-PiM (bank-level bandwidth),0.035,0.845,88.15,16.1,2.4,68.1,0.463,151760,long_scoreboard,memory-limited (MemSoL 16%) without a sharper signature,2026-07-04_065518_kitti08_ncu_dellworkstation_sm89
lk_track_horizontal_kernel,tracking,streaming+hot,G1-bandwidth,low,borderline:G1-bandwidth↔G4-latency,strong,near-sensor SRAM (consume before DRAM),0.033,0.461,52.64,23.7,2.3,28.7,9.941,1.70842e+06,long_scoreboard,memory-limited (MemSoL 27%) without a sharper signature,2026-07-04_065518_kitti08_ncu_dellworkstation_sm89
sba::calc_pose_update_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.029,0.422,2768.66,3.1,4.0,5.8,0.024,23744,wait,"'wait' stall dominant at 6% occupancy; memory is not the wall (MemSoL 3%, DRAM-SoL 3%)",2026-07-04_065518_kitti08_ncu_dellworkstation_sm89
sba::v1T_x_M_x_v2_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.024,0.283,11.02,1.0,2.3,14.0,5.011,7131.43,barrier,"'barrier' stall dominant at 14% occupancy; memory is not the wall (MemSoL 3%, DRAM-SoL 1%)",2026-07-04_065518_kitti08_ncu_dellworkstation_sm89
sba::pose_scaling_term_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.023,0.303,171.17,0.7,13.5,12.4,0.306,4864,barrier,"'barrier' stall dominant at 12% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%); note: scattered access (13 sect/req) — re-screen for PiM once occupancy is fixed",2026-07-04_065518_kitti08_ncu_dellworkstation_sm89
sba::update_points_kernel,bundle_adjust,hot-persistent,G2-coalescing,high,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.018,0.464,2184.01,4.8,31.6,15.4,0.055,26477.7,long_scoreboard,32 sectors/request (4 = coalesced),2026-07-04_065518_kitti08_ncu_dellworkstation_sm89
cub::DeviceMergeSortPartitionKernel,keypoint_sort,streaming,G3-l2-reuse,low,borderline:G3-l2-reuse↔G4-latency,weak,"weak, cache-friendly",0.018,0.321,455.73,0.5,2.8,3.9,0.0,6698.67,long_scoreboard,memory-limited but LFMR 0.32 — the L2 is earning its keep; only n=3 profiled launches — small sample,2026-07-04_065518_kitti08_ncu_dellworkstation_sm89
sba::clear_full_system_stage_2_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.017,0.25,1217.39,0.7,3.0,15.2,0.0,2688,wait,"'wait' stall dominant at 15% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_065518_kitti08_ncu_dellworkstation_sm89
sba::update_poses_kernel,bundle_adjust,hot-persistent,G3-l2-reuse,medium,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.017,0.293,1021.53,0.9,4.0,9.4,0.08,4772.57,long_scoreboard,memory-limited but LFMR 0.29 — the L2 is earning its keep,2026-07-04_065518_kitti08_ncu_dellworkstation_sm89
sba::make_prediction,bundle_adjust,hot-persistent,G3-l2-reuse,medium,stable,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.016,0.253,2806.72,0.6,1.0,2.1,0.005,3053.71,long_scoreboard,memory-limited but LFMR 0.25 — the L2 is earning its keep,2026-07-04_065518_kitti08_ncu_dellworkstation_sm89
cub::DeviceMergeSortMergeKernel,keypoint_sort,streaming,G2-coalescing,low,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.016,0.378,142.06,7.4,11.4,16.4,0.0,82602.7,long_scoreboard,11 sectors/request (4 = coalesced); only n=3 profiled launches — small sample,2026-07-04_065518_kitti08_ncu_dellworkstation_sm89
xxtrf4_set_info_ker,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.015,0.248,11142.86,0.6,1.0,2.1,0.0,2496,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_065518_kitti08_ncu_dellworkstation_sm89
dtrsv_init,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.015,0.326,36562.5,2.4,1.0,2.1,0.0,9360,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 2%, DRAM-SoL 2%)",2026-07-04_065518_kitti08_ncu_dellworkstation_sm89
dtrsv_init_up,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.015,0.255,9555.56,0.7,1.0,2.1,0.0,2752,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_065518_kitti08_ncu_dellworkstation_sm89
copy_info_kernel,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.015,0.238,11000.0,0.6,1.0,2.1,0.0,2464,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_065518_kitti08_ncu_dellworkstation_sm89
non_max_suppression_kernel,feature_detect,streaming,G1-bandwidth,low,borderline:G1-bandwidth↔G3-l2-reuse,strong,near-sensor SRAM (consume before DRAM),0.014,0.382,77.63,58.7,3.9,87.0,0.0,1.82758e+06,long_scoreboard,DRAM-SoL 59%; LFMR 0.38 (L2 absorbing reuse); only n=1 profiled launches — small sample,2026-07-04_065518_kitti08_ncu_dellworkstation_sm89
accumulateGFTT_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.013,0.959,121.83,63.1,0,81.9,1.377,1.82848e+06,long_scoreboard,DRAM-SoL 63%; LFMR 0.96 (L2 not helping); only n=1 profiled launches — small sample,2026-07-04_065518_kitti08_ncu_dellworkstation_sm89
cub::DeviceMergeSortBlockSortKernel,keypoint_sort,streaming,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.012,0.363,33.56,3.3,11.5,16.6,0.0,82304,wait,"'wait' stall dominant at 17% occupancy; memory is not the wall (MemSoL 10%, DRAM-SoL 3%); note: scattered access (11 sect/req) — re-screen for PiM once occupancy is fixed; only n=1 profiled launches — small sample",2026-07-04_065518_kitti08_ncu_dellworkstation_sm89
downsample_gftt_x8_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.012,0.81,121.59,72.1,4.0,82.1,0.0,1.80621e+06,long_scoreboard,DRAM-SoL 72%; LFMR 0.81 (L2 not helping); only n=1 profiled launches — small sample,2026-07-04_065518_kitti08_ncu_dellworkstation_sm89
select_features_kernel,feature_detect,streaming,G2-coalescing,low,borderline:G1-bandwidth↔G2-coalescing,conditional,scatter-capable PiM — or a data-layout fix first,0.006,0.854,714.23,45.6,18.3,20.0,0.112,627840,long_scoreboard,18 sectors/request (4 = coalesced); only n=1 profiled launches — small sample,2026-07-04_065518_kitti08_ncu_dellworkstation_sm89
filter_maximums_kernel,feature_detect,streaming,G3-l2-reuse,low,borderline:G2-coalescing↔G3-l2-reuse,weak,"weak, cache-friendly",0.003,0.052,17.38,1.0,6.6,13.2,0.0,5376,long_scoreboard,memory-limited but LFMR 0.05 — the L2 is earning its keep; only n=1 profiled launches — small sample,2026-07-04_065518_kitti08_ncu_dellworkstation_sm89
