kernel,stage,persistence,class,confidence,stability,pim_affinity,substrate,time_ms,lfmr_gpu,mpki_gpu,dram_sol_pct,sectors_per_req,occupancy_pct,ai_flop_per_byte,dram_bytes_per_launch,dominant_stall,rationale,source
gftt_values_kernel,feature_detect,streaming,G1-bandwidth,low,borderline:G1-bandwidth↔G3-l2-reuse,strong,near-sensor SRAM (consume before DRAM),0.032,0.353,38.71,41.7,4.0,85.5,16.08,2.89485e+06,long_scoreboard,memory-limited (MemSoL 64%) without a sharper signature,2026-07-04_054743_mav0_ncu_dellworkstation_sm89
sba::build_full_system_2_kernel,bundle_adjust,hot-persistent,G2-coalescing,low,borderline:G2-coalescing↔G3-l2-reuse,conditional,scatter-capable PiM — or a data-layout fix first,0.017,0.382,102.04,4.8,9.0,15.1,3.182,179584,long_scoreboard,9 sectors/request (4 = coalesced); only n=1 profiled launches — small sample,2026-07-04_054743_mav0_ncu_dellworkstation_sm89
sba::reduced_system_stage_12_kernel,bundle_adjust,hot-persistent,G0-nosignal,low,stable,n/a,—,0.014,0.201,35.67,9.4,10.6,77.6,1.296,138816,barrier,no dominant bottleneck signal (short/latency-tax kernels),2026-07-04_054743_mav0_ncu_dellworkstation_sm89
non_max_suppression_kernel,feature_detect,streaming,G1-bandwidth,low,borderline:G1-bandwidth↔G3-l2-reuse,strong,near-sensor SRAM (consume before DRAM),0.012,0.388,78.56,54.9,3.9,86.8,0.0,1.44794e+06,long_scoreboard,DRAM-SoL 55%; LFMR 0.39 (L2 absorbing reuse); only n=1 profiled launches — small sample,2026-07-04_054743_mav0_ncu_dellworkstation_sm89
cub::DeviceMergeSortPartitionKernel,keypoint_sort,streaming,G3-l2-reuse,low,borderline:G3-l2-reuse↔G4-latency,weak,"weak, cache-friendly",0.012,0.349,500.53,0.6,2.4,4.0,0.0,7616,long_scoreboard,memory-limited but LFMR 0.35 — the L2 is earning its keep; only n=2 profiled launches — small sample,2026-07-04_054743_mav0_ncu_dellworkstation_sm89
cub::DeviceMergeSortBlockSortKernel,keypoint_sort,streaming,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.012,0.378,37.08,3.1,12.2,16.6,0.0,78464,wait,"'wait' stall dominant at 17% occupancy; memory is not the wall (MemSoL 8%, DRAM-SoL 3%); note: scattered access (12 sect/req) — re-screen for PiM once occupancy is fixed; only n=1 profiled launches — small sample",2026-07-04_054743_mav0_ncu_dellworkstation_sm89
trsv_lt_exec,ba_solver,hot-persistent,G3-l2-reuse,low,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.011,0.311,370.08,1.5,2.0,7.2,0.056,36096,long_scoreboard,memory-limited but LFMR 0.31 — the L2 is earning its keep; only n=1 profiled launches — small sample,2026-07-04_054743_mav0_ncu_dellworkstation_sm89
accumulateGFTT_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.011,0.956,125.36,59.0,0,80.5,1.337,1.44909e+06,long_scoreboard,DRAM-SoL 59%; LFMR 0.96 (L2 not helping); only n=1 profiled launches — small sample,2026-07-04_054743_mav0_ncu_dellworkstation_sm89
cub::DeviceMergeSortMergeKernel,keypoint_sort,streaming,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.01,0.375,156.39,7.1,11.6,16.5,0.0,78848,wait,"'wait' stall dominant at 16% occupancy; memory is not the wall (MemSoL 7%, DRAM-SoL 7%); note: scattered access (12 sect/req) — re-screen for PiM once occupancy is fixed; only n=2 profiled launches — small sample",2026-07-04_054743_mav0_ncu_dellworkstation_sm89
sba::point_term_kernel,bundle_adjust,hot-persistent,G2-coalescing,low,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.01,0.718,837.34,7.9,22.1,13.4,0.139,56832,long_scoreboard,22 sectors/request (4 = coalesced); only n=3 profiled launches — small sample,2026-07-04_054743_mav0_ncu_dellworkstation_sm89
downsample_gftt_x8_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.01,0.81,122.28,66.7,4.0,79.9,0.0,1.44832e+06,long_scoreboard,DRAM-SoL 67%; LFMR 0.81 (L2 not helping); only n=1 profiled launches — small sample,2026-07-04_054743_mav0_ncu_dellworkstation_sm89
sba::reduced_system_stage_3_kernel,bundle_adjust,hot-persistent,G4-latency,low,stable,strong,"near-memory compute (latency, uncacheable set)",0.01,0.511,127.86,12.4,3.9,16.0,0.73,129472,long_scoreboard,"long-scoreboard dominant at 16% occupancy, DRAM-SoL 12%; only n=2 profiled launches — small sample",2026-07-04_054743_mav0_ncu_dellworkstation_sm89
trsv_ln_exec,ba_solver,hot-persistent,G3-l2-reuse,low,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.009,0.33,346.21,1.1,2.0,7.1,0.06,22656,long_scoreboard,memory-limited but LFMR 0.33 — the L2 is earning its keep; only n=1 profiled launches — small sample,2026-07-04_054743_mav0_ncu_dellworkstation_sm89
getrf_wo_pivot_params,ba_solver,hot-persistent,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.008,0.331,389.19,3.6,5.6,8.1,0.682,59904,wait,"'wait' stall dominant at 8% occupancy; memory is not the wall (MemSoL 4%, DRAM-SoL 4%); only n=1 profiled launches — small sample",2026-07-04_054743_mav0_ncu_dellworkstation_sm89
sba::reduce_abs_max_kernel,bundle_adjust,hot-persistent,G4-latency,low,borderline:G3-l2-reuse↔G4-latency,conditional,raise occupancy first; PiM if the set defeats caches,0.007,0.383,209.15,0.8,3.6,15.2,0.0,6656,long_scoreboard,"long-scoreboard dominant at 15% occupancy, DRAM-SoL 1%; only n=2 profiled launches — small sample",2026-07-04_054743_mav0_ncu_dellworkstation_sm89
sba::calc_jacobians_kernel,bundle_adjust,hot-persistent,G2-coalescing,low,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.007,0.062,175.63,7.1,20.8,14.6,5.731,111872,long_scoreboard,21 sectors/request (4 = coalesced); only n=1 profiled launches — small sample,2026-07-04_054743_mav0_ncu_dellworkstation_sm89
sba::pose_scaling_term_kernel,bundle_adjust,hot-persistent,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.006,0.302,173.42,0.7,13.5,12.4,0.302,4928,barrier,"'barrier' stall dominant at 12% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%); note: scattered access (14 sect/req) — re-screen for PiM once occupancy is fixed; only n=2 profiled launches — small sample",2026-07-04_054743_mav0_ncu_dellworkstation_sm89
select_features_kernel,feature_detect,streaming,G2-coalescing,low,borderline:G1-bandwidth↔G2-coalescing,conditional,scatter-capable PiM — or a data-layout fix first,0.006,0.854,842.71,42.7,21.8,15.5,0.114,580864,long_scoreboard,22 sectors/request (4 = coalesced); only n=1 profiled launches — small sample,2026-07-04_054743_mav0_ncu_dellworkstation_sm89
sba::make_prediction,bundle_adjust,hot-persistent,G4-latency,low,borderline:G3-l2-reuse↔G4-latency,conditional,raise occupancy first; PiM if the set defeats caches,0.006,0.362,3017.54,0.8,1.0,2.1,0.003,5504,long_scoreboard,"long-scoreboard dominant at 2% occupancy, DRAM-SoL 1%; only n=2 profiled launches — small sample",2026-07-04_054743_mav0_ncu_dellworkstation_sm89
sba::v1T_x_M_T_x_v2_kernel,bundle_adjust,hot-persistent,G1-bandwidth,low,stable,strong,DRAM-PiM (bank-level bandwidth),0.006,0.678,96.08,10.2,2.4,37.3,0.47,130816,long_scoreboard,memory-limited (MemSoL 10%) without a sharper signature,2026-07-04_054743_mav0_ncu_dellworkstation_sm89
sba::clear_full_system_stage_1_kernel,bundle_adjust,hot-persistent,G0-nosignal,low,borderline:G0-nosignal↔G2-coalescing,n/a,—,0.006,0.005,2.72,0.2,24.0,41.9,0.0,2944,wait,no dominant bottleneck signal (short/latency-tax kernels),2026-07-04_054743_mav0_ncu_dellworkstation_sm89
sba::calc_pose_update_kernel,bundle_adjust,hot-persistent,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.004,0.371,1079.55,1.3,4.0,4.7,0.047,12160,wait,"'wait' stall dominant at 5% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%); only n=1 profiled launches — small sample",2026-07-04_054743_mav0_ncu_dellworkstation_sm89
xxtrf4_set_info_ker,ba_solver,hot-persistent,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.004,0.259,11142.86,0.6,1.0,2.1,0.0,2496,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%); only n=2 profiled launches — small sample",2026-07-04_054743_mav0_ncu_dellworkstation_sm89
sba::calc_point_update_kernel_xavier_special,bundle_adjust,hot-persistent,G1-bandwidth,low,stable,strong,DRAM-PiM (bank-level bandwidth),0.004,0.829,88.48,17.2,2.4,64.6,0.461,130688,long_scoreboard,memory-limited (MemSoL 17%) without a sharper signature,2026-07-04_054743_mav0_ncu_dellworkstation_sm89
sba::v1T_x_M_x_v2_kernel,bundle_adjust,hot-persistent,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.003,0.293,11.07,1.0,2.3,13.9,4.985,7168,barrier,"'barrier' stall dominant at 14% occupancy; memory is not the wall (MemSoL 3%, DRAM-SoL 1%); only n=1 profiled launches — small sample",2026-07-04_054743_mav0_ncu_dellworkstation_sm89
filter_maximums_kernel,feature_detect,streaming,G3-l2-reuse,low,borderline:G2-coalescing↔G3-l2-reuse,weak,"weak, cache-friendly",0.003,0.049,15.19,1.0,6.5,16.0,0.0,5632,long_scoreboard,memory-limited but LFMR 0.05 — the L2 is earning its keep; only n=1 profiled launches — small sample,2026-07-04_054743_mav0_ncu_dellworkstation_sm89
sba::clear_full_system_stage_2_kernel,bundle_adjust,hot-persistent,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.002,0.257,1217.39,0.6,3.0,15.1,0.0,2688,wait,"'wait' stall dominant at 15% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%); only n=1 profiled launches — small sample",2026-07-04_054743_mav0_ncu_dellworkstation_sm89
dtrsv_init,ba_solver,hot-persistent,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.002,0.255,11000.0,0.7,1.0,2.1,0.0,2816,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%); only n=1 profiled launches — small sample",2026-07-04_054743_mav0_ncu_dellworkstation_sm89
dtrsv_init_up,ba_solver,hot-persistent,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.002,0.265,9333.33,0.7,1.0,2.1,0.0,2688,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%); only n=1 profiled launches — small sample",2026-07-04_054743_mav0_ncu_dellworkstation_sm89
copy_info_kernel,ba_solver,hot-persistent,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.002,0.282,10857.14,0.6,1.0,2.1,0.0,2432,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%); only n=1 profiled launches — small sample",2026-07-04_054743_mav0_ncu_dellworkstation_sm89
