kernel,stage,persistence,class,confidence,stability,pim_affinity,substrate,time_ms,lfmr_gpu,mpki_gpu,dram_sol_pct,sectors_per_req,occupancy_pct,ai_flop_per_byte,dram_bytes_per_launch,dominant_stall,rationale,source
sba::build_full_system_1_kernel,bundle_adjust,hot-persistent,G2-coalescing,low,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.111,0.259,432.8,3.5,13.4,10.5,0.942,281771,long_scoreboard,13 sectors/request (4 = coalesced); only n=3 profiled launches — small sample,2026-07-04_071142_freiburg3nostructurenote_ncu_dellworkstation_sm89
trsv_lt_exec,ba_solver,hot-persistent,G3-l2-reuse,medium,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.091,0.329,379.8,1.5,2.0,7.1,0.056,36096,long_scoreboard,memory-limited but LFMR 0.33 — the L2 is earning its keep,2026-07-04_071142_freiburg3nostructurenote_ncu_dellworkstation_sm89
trsv_ln_exec,ba_solver,hot-persistent,G3-l2-reuse,medium,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.072,0.33,357.73,1.2,2.0,7.1,0.062,22448,long_scoreboard,memory-limited but LFMR 0.33 — the L2 is earning its keep,2026-07-04_071142_freiburg3nostructurenote_ncu_dellworkstation_sm89
getrf_wo_pivot_params,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.064,0.331,358.62,3.4,5.7,8.1,0.825,59744,wait,"'wait' stall dominant at 8% occupancy; memory is not the wall (MemSoL 3%, DRAM-SoL 3%)",2026-07-04_071142_freiburg3nostructurenote_ncu_dellworkstation_sm89
conv_grad_y_kernel,feature_detect,streaming,G1-bandwidth,low,borderline:G1-bandwidth↔G3-l2-reuse,strong,near-sensor SRAM (consume before DRAM),0.064,0.406,123.7,24.2,3.8,35.6,3.451,279893,tex_throttle,memory-limited (MemSoL 30%) without a sharper signature,2026-07-04_071142_freiburg3nostructurenote_ncu_dellworkstation_sm89
sba::reduce_abs_max_kernel,bundle_adjust,hot-persistent,G4-latency,medium,borderline:G3-l2-reuse↔G4-latency,conditional,raise occupancy first; PiM if the set defeats caches,0.064,0.399,217.41,0.9,3.6,15.3,0.0,7232,long_scoreboard,"long-scoreboard dominant at 15% occupancy, DRAM-SoL 1%",2026-07-04_071142_freiburg3nostructurenote_ncu_dellworkstation_sm89
conv_grad_x_kernel,feature_detect,streaming,G1-bandwidth,low,borderline:G1-bandwidth↔G3-l2-reuse,strong,near-sensor SRAM (consume before DRAM),0.061,0.423,104.74,25.5,3.8,36.0,3.664,280651,tex_throttle,memory-limited (MemSoL 26%) without a sharper signature,2026-07-04_071142_freiburg3nostructurenote_ncu_dellworkstation_sm89
gftt_values_kernel,feature_detect,streaming,G1-bandwidth,low,borderline:G1-bandwidth↔G3-l2-reuse,strong,near-sensor SRAM (consume before DRAM),0.055,0.354,38.77,41.5,4.0,85.7,16.078,2.46355e+06,long_scoreboard,memory-limited (MemSoL 64%) without a sharper signature,2026-07-04_071142_freiburg3nostructurenote_ncu_dellworkstation_sm89
sba::v1T_x_M_T_x_v2_kernel,bundle_adjust,hot-persistent,G1-bandwidth,low,stable,strong,DRAM-PiM (bank-level bandwidth),0.054,0.69,95.22,11.2,2.4,44.0,0.474,164432,long_scoreboard,memory-limited (MemSoL 11%) without a sharper signature,2026-07-04_071142_freiburg3nostructurenote_ncu_dellworkstation_sm89
sba::reduced_system_stage_12_kernel,bundle_adjust,hot-persistent,G0-nosignal,low,stable,n/a,—,0.053,0.194,35.44,10.7,10.6,81.6,1.304,175525,barrier,no dominant bottleneck signal (short/latency-tax kernels),2026-07-04_071142_freiburg3nostructurenote_ncu_dellworkstation_sm89
sba::point_term_kernel,bundle_adjust,hot-persistent,G2-coalescing,high,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.053,0.664,308.53,4.3,23.9,13.6,0.392,29984,long_scoreboard,24 sectors/request (4 = coalesced),2026-07-04_071142_freiburg3nostructurenote_ncu_dellworkstation_sm89
sba::reduced_system_stage_3_kernel,bundle_adjust,hot-persistent,G4-latency,medium,stable,strong,"near-memory compute (latency, uncacheable set)",0.039,0.539,168.89,15.6,4.0,16.4,0.596,186002,long_scoreboard,"long-scoreboard dominant at 16% occupancy, DRAM-SoL 16%",2026-07-04_071142_freiburg3nostructurenote_ncu_dellworkstation_sm89
sba::build_full_system_2_kernel,bundle_adjust,hot-persistent,G4-latency,low,borderline:G2-coalescing↔G3-l2-reuse↔G4-latency,conditional,raise occupancy first; PiM if the set defeats caches,0.038,0.361,78.45,3.9,8.0,14.7,3.88,105771,long_scoreboard,"long-scoreboard dominant at 15% occupancy, DRAM-SoL 4%; only n=3 profiled launches — small sample",2026-07-04_071142_freiburg3nostructurenote_ncu_dellworkstation_sm89
sba::calc_point_update_kernel_xavier_special,bundle_adjust,hot-persistent,G1-bandwidth,low,stable,strong,DRAM-PiM (bank-level bandwidth),0.036,0.853,87.76,17.0,2.4,64.1,0.465,164400,long_scoreboard,memory-limited (MemSoL 17%) without a sharper signature,2026-07-04_071142_freiburg3nostructurenote_ncu_dellworkstation_sm89
sba::calc_pose_update_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.034,0.369,1103.4,1.3,4.0,4.9,0.049,11696,wait,"'wait' stall dominant at 5% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_071142_freiburg3nostructurenote_ncu_dellworkstation_sm89
sba::v1T_x_M_x_v2_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.027,0.293,11.1,1.0,2.3,14.1,4.974,7184,barrier,"'barrier' stall dominant at 14% occupancy; memory is not the wall (MemSoL 3%, DRAM-SoL 1%)",2026-07-04_071142_freiburg3nostructurenote_ncu_dellworkstation_sm89
sba::pose_scaling_term_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.025,0.302,171.73,0.7,13.5,12.4,0.305,4880,barrier,"'barrier' stall dominant at 12% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%); note: scattered access (14 sect/req) — re-screen for PiM once occupancy is fixed",2026-07-04_071142_freiburg3nostructurenote_ncu_dellworkstation_sm89
sba::make_prediction,bundle_adjust,hot-persistent,G3-l2-reuse,medium,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.023,0.346,2878.05,0.8,1.0,2.1,0.003,4720,long_scoreboard,memory-limited but LFMR 0.35 — the L2 is earning its keep,2026-07-04_071142_freiburg3nostructurenote_ncu_dellworkstation_sm89
sba::calc_jacobians_kernel,bundle_adjust,hot-persistent,G2-coalescing,low,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.021,0.162,208.95,5.0,25.5,14.8,5.654,75562.7,long_scoreboard,26 sectors/request (4 = coalesced); only n=3 profiled launches — small sample,2026-07-04_071142_freiburg3nostructurenote_ncu_dellworkstation_sm89
sba::clear_full_system_stage_1_kernel,bundle_adjust,hot-persistent,G2-coalescing,low,borderline:G0-nosignal↔G2-coalescing,conditional,scatter-capable PiM — or a data-layout fix first,0.019,0.005,2.06,0.2,24.0,41.3,0.0,2858.67,wait,24 sectors/request (4 = coalesced); only n=3 profiled launches — small sample,2026-07-04_071142_freiburg3nostructurenote_ncu_dellworkstation_sm89
dtrsv_init,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.015,0.257,10562.5,0.7,1.0,2.1,0.0,2704,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_071142_freiburg3nostructurenote_ncu_dellworkstation_sm89
dtrsv_init_up,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.015,0.255,9388.89,0.7,1.0,2.1,0.0,2704,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_071142_freiburg3nostructurenote_ncu_dellworkstation_sm89
copy_info_kernel,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.015,0.256,11000.0,0.6,1.0,2.1,0.0,2464,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_071142_freiburg3nostructurenote_ncu_dellworkstation_sm89
xxtrf4_set_info_ker,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.013,0.256,11020.41,0.6,1.0,2.1,0.0,2468.57,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_071142_freiburg3nostructurenote_ncu_dellworkstation_sm89
cub::DeviceMergeSortPartitionKernel,keypoint_sort,streaming,G3-l2-reuse,low,borderline:G3-l2-reuse↔G4-latency,weak,"weak, cache-friendly",0.012,0.313,427.26,0.5,2.4,3.8,0.0,6720,long_scoreboard,memory-limited but LFMR 0.31 — the L2 is earning its keep; only n=2 profiled launches — small sample,2026-07-04_071142_freiburg3nostructurenote_ncu_dellworkstation_sm89
cub::DeviceMergeSortBlockSortKernel,keypoint_sort,streaming,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.012,0.385,36.2,2.9,11.9,16.6,0.0,73088,wait,"'wait' stall dominant at 17% occupancy; memory is not the wall (MemSoL 8%, DRAM-SoL 3%); note: scattered access (12 sect/req) — re-screen for PiM once occupancy is fixed; only n=1 profiled launches — small sample",2026-07-04_071142_freiburg3nostructurenote_ncu_dellworkstation_sm89
non_max_suppression_kernel,feature_detect,streaming,G1-bandwidth,low,borderline:G1-bandwidth↔G3-l2-reuse,strong,near-sensor SRAM (consume before DRAM),0.011,0.388,80.27,53.9,4.0,86.7,0.0,1.2329e+06,long_scoreboard,DRAM-SoL 54%; LFMR 0.39 (L2 absorbing reuse); only n=1 profiled launches — small sample,2026-07-04_071142_freiburg3nostructurenote_ncu_dellworkstation_sm89
cub::DeviceMergeSortMergeKernel,keypoint_sort,streaming,G2-coalescing,low,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.011,0.391,150.97,6.5,12.3,16.4,0.0,73280,long_scoreboard,12 sectors/request (4 = coalesced); only n=2 profiled launches — small sample,2026-07-04_071142_freiburg3nostructurenote_ncu_dellworkstation_sm89
accumulateGFTT_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.01,0.954,128.05,58.2,0,80.8,1.308,1.23418e+06,long_scoreboard,DRAM-SoL 58%; LFMR 0.95 (L2 not helping); only n=1 profiled launches — small sample,2026-07-04_071142_freiburg3nostructurenote_ncu_dellworkstation_sm89
downsample_gftt_x8_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.009,0.808,122.58,64.1,4.0,78.2,0.0,1.23328e+06,long_scoreboard,DRAM-SoL 64%; LFMR 0.81 (L2 not helping); only n=1 profiled launches — small sample,2026-07-04_071142_freiburg3nostructurenote_ncu_dellworkstation_sm89
select_features_kernel,feature_detect,streaming,G2-coalescing,low,borderline:G1-bandwidth↔G2-coalescing,conditional,scatter-capable PiM — or a data-layout fix first,0.006,0.849,758.77,41.7,19.7,15.9,0.115,523008,long_scoreboard,20 sectors/request (4 = coalesced); only n=1 profiled launches — small sample,2026-07-04_071142_freiburg3nostructurenote_ncu_dellworkstation_sm89
sba::clear_full_system_stage_2_kernel,bundle_adjust,hot-persistent,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.006,0.25,1217.39,0.7,3.0,15.2,0.0,2688,wait,"'wait' stall dominant at 15% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%); only n=3 profiled launches — small sample",2026-07-04_071142_freiburg3nostructurenote_ncu_dellworkstation_sm89
sba::update_points_kernel,bundle_adjust,hot-persistent,G2-coalescing,low,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.005,0.443,1973.33,4.9,32.2,13.9,0.056,28416,long_scoreboard,32 sectors/request (4 = coalesced); only n=2 profiled launches — small sample,2026-07-04_071142_freiburg3nostructurenote_ncu_dellworkstation_sm89
matcher::lift_kernel,tracking,streaming+hot,G2-coalescing,low,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.005,0.778,1657.56,8.4,22.5,15.1,0.194,95104,long_scoreboard,22 sectors/request (4 = coalesced); only n=1 profiled launches — small sample,2026-07-04_071142_freiburg3nostructurenote_ncu_dellworkstation_sm89
sba::update_poses_kernel,bundle_adjust,hot-persistent,G3-l2-reuse,low,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.005,0.298,1013.7,0.9,4.0,9.4,0.081,4736,long_scoreboard,memory-limited but LFMR 0.30 — the L2 is earning its keep; only n=2 profiled launches — small sample,2026-07-04_071142_freiburg3nostructurenote_ncu_dellworkstation_sm89
filter_maximums_kernel,feature_detect,streaming,G3-l2-reuse,low,borderline:G2-coalescing↔G3-l2-reuse,weak,"weak, cache-friendly",0.003,0.066,24.19,0.9,6.6,8.4,0.0,4608,long_scoreboard,memory-limited but LFMR 0.07 — the L2 is earning its keep; only n=1 profiled launches — small sample,2026-07-04_071142_freiburg3nostructurenote_ncu_dellworkstation_sm89
