kernel,stage,persistence,class,confidence,stability,pim_affinity,substrate,time_ms,lfmr_gpu,mpki_gpu,dram_sol_pct,sectors_per_req,occupancy_pct,ai_flop_per_byte,dram_bytes_per_launch,dominant_stall,rationale,source
trsv_lt_exec,ba_solver,hot-persistent,G3-l2-reuse,medium,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.079,0.336,370.08,1.5,2.0,7.1,0.056,36096,long_scoreboard,memory-limited but LFMR 0.34 — the L2 is earning its keep,2026-07-04_071808_freiburg3nostructuretext_ncu_dellworkstation_sm89
conv_grad_y_kernel,feature_detect,streaming,G1-bandwidth,low,borderline:G1-bandwidth↔G3-l2-reuse,strong,near-sensor SRAM (consume before DRAM),0.065,0.405,123.68,23.9,3.8,35.3,3.451,279861,tex_throttle,memory-limited (MemSoL 30%) without a sharper signature,2026-07-04_071808_freiburg3nostructuretext_ncu_dellworkstation_sm89
trsv_ln_exec,ba_solver,hot-persistent,G3-l2-reuse,medium,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.063,0.332,343.97,1.2,2.0,7.1,0.06,22509.7,long_scoreboard,memory-limited but LFMR 0.33 — the L2 is earning its keep,2026-07-04_071808_freiburg3nostructuretext_ncu_dellworkstation_sm89
conv_grad_x_kernel,feature_detect,streaming,G1-bandwidth,low,borderline:G1-bandwidth↔G3-l2-reuse,strong,near-sensor SRAM (consume before DRAM),0.061,0.421,104.75,25.5,3.8,35.9,3.664,280672,tex_throttle,memory-limited (MemSoL 26%) without a sharper signature,2026-07-04_071808_freiburg3nostructuretext_ncu_dellworkstation_sm89
sba::reduced_system_stage_12_kernel,bundle_adjust,hot-persistent,G0-nosignal,low,stable,n/a,—,0.057,0.198,35.45,10.8,10.7,77.4,1.304,191122,barrier,no dominant bottleneck signal (short/latency-tax kernels),2026-07-04_071808_freiburg3nostructuretext_ncu_dellworkstation_sm89
sba::reduce_abs_max_kernel,bundle_adjust,hot-persistent,G4-latency,medium,stable,strong,"near-memory compute (latency, uncacheable set)",0.056,0.44,527.58,2.1,3.6,15.4,0.0,17929.1,long_scoreboard,"long-scoreboard dominant at 15% occupancy, DRAM-SoL 2%",2026-07-04_071808_freiburg3nostructuretext_ncu_dellworkstation_sm89
getrf_wo_pivot_params,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.055,0.333,388.36,3.5,5.6,8.1,0.683,59776,wait,"'wait' stall dominant at 8% occupancy; memory is not the wall (MemSoL 4%, DRAM-SoL 4%)",2026-07-04_071808_freiburg3nostructuretext_ncu_dellworkstation_sm89
sba::v1T_x_M_T_x_v2_kernel,bundle_adjust,hot-persistent,G1-bandwidth,low,stable,strong,DRAM-PiM (bank-level bandwidth),0.051,0.696,94.97,11.4,2.4,46.3,0.475,178725,long_scoreboard,memory-limited (MemSoL 12%) without a sharper signature,2026-07-04_071808_freiburg3nostructuretext_ncu_dellworkstation_sm89
sba::point_term_kernel,bundle_adjust,hot-persistent,G2-coalescing,high,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.047,0.675,324.4,4.5,23.3,13.6,0.384,32274.3,long_scoreboard,23 sectors/request (4 = coalesced),2026-07-04_071808_freiburg3nostructuretext_ncu_dellworkstation_sm89
sba::reduced_system_stage_3_kernel,bundle_adjust,hot-persistent,G4-latency,medium,stable,strong,"near-memory compute (latency, uncacheable set)",0.04,0.519,155.49,14.6,3.9,16.3,0.662,177810,long_scoreboard,"long-scoreboard dominant at 16% occupancy, DRAM-SoL 15%",2026-07-04_071808_freiburg3nostructuretext_ncu_dellworkstation_sm89
sba::build_full_system_1_kernel,bundle_adjust,hot-persistent,G2-coalescing,low,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.039,0.274,458.69,3.8,14.4,12.4,0.952,319616,long_scoreboard,14 sectors/request (4 = coalesced); only n=1 profiled launches — small sample,2026-07-04_071808_freiburg3nostructuretext_ncu_dellworkstation_sm89
sba::calc_point_update_kernel_xavier_special,bundle_adjust,hot-persistent,G1-bandwidth,low,stable,strong,DRAM-PiM (bank-level bandwidth),0.032,0.868,96.94,20.1,2.4,63.5,0.42,197906,long_scoreboard,memory-limited (MemSoL 20%) without a sharper signature,2026-07-04_071808_freiburg3nostructuretext_ncu_dellworkstation_sm89
sba::calc_pose_update_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.031,0.373,1068.18,1.3,4.0,4.6,0.047,12032,wait,"'wait' stall dominant at 5% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_071808_freiburg3nostructuretext_ncu_dellworkstation_sm89
sba::v1T_x_M_x_v2_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.024,0.285,11.1,1.0,2.3,13.9,4.973,7186.29,barrier,"'barrier' stall dominant at 14% occupancy; memory is not the wall (MemSoL 3%, DRAM-SoL 1%)",2026-07-04_071808_freiburg3nostructuretext_ncu_dellworkstation_sm89
sba::pose_scaling_term_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.023,0.299,171.17,0.7,13.5,12.5,0.306,4864,barrier,"'barrier' stall dominant at 12% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%); note: scattered access (14 sect/req) — re-screen for PiM once occupancy is fixed",2026-07-04_071808_freiburg3nostructuretext_ncu_dellworkstation_sm89
sba::make_prediction,bundle_adjust,hot-persistent,G4-latency,medium,borderline:G3-l2-reuse↔G4-latency,conditional,raise occupancy first; PiM if the set defeats caches,0.022,0.355,2887.22,0.8,1.0,2.1,0.003,5266.29,long_scoreboard,"long-scoreboard dominant at 2% occupancy, DRAM-SoL 1%",2026-07-04_071808_freiburg3nostructuretext_ncu_dellworkstation_sm89
dtrsv_init,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.013,0.259,10642.86,0.7,1.0,2.1,0.0,2724.57,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_071808_freiburg3nostructuretext_ncu_dellworkstation_sm89
dtrsv_init_up,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.013,0.252,9396.83,0.7,1.0,2.1,0.0,2706.29,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_071808_freiburg3nostructuretext_ncu_dellworkstation_sm89
sba::build_full_system_2_kernel,bundle_adjust,hot-persistent,G2-coalescing,low,borderline:G2-coalescing↔G3-l2-reuse,conditional,scatter-capable PiM — or a data-layout fix first,0.013,0.374,85.76,4.4,8.3,14.8,3.677,125696,long_scoreboard,8 sectors/request (4 = coalesced); only n=1 profiled launches — small sample,2026-07-04_071808_freiburg3nostructuretext_ncu_dellworkstation_sm89
copy_info_kernel,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.013,0.249,11183.67,0.6,1.0,2.1,0.0,2505.14,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_071808_freiburg3nostructuretext_ncu_dellworkstation_sm89
xxtrf4_set_info_ker,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.013,0.261,11020.41,0.6,1.0,2.1,0.0,2468.57,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_071808_freiburg3nostructuretext_ncu_dellworkstation_sm89
sba::calc_jacobians_kernel,bundle_adjust,hot-persistent,G2-coalescing,low,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.007,0.222,199.91,5.5,25.8,14.4,5.799,84352,long_scoreboard,26 sectors/request (4 = coalesced); only n=1 profiled launches — small sample,2026-07-04_071808_freiburg3nostructuretext_ncu_dellworkstation_sm89
sba::clear_full_system_stage_1_kernel,bundle_adjust,hot-persistent,G2-coalescing,low,borderline:G0-nosignal↔G2-coalescing,conditional,scatter-capable PiM — or a data-layout fix first,0.006,0.004,1.94,0.2,24.0,40.9,0.0,2944,wait,24 sectors/request (4 = coalesced); only n=1 profiled launches — small sample,2026-07-04_071808_freiburg3nostructuretext_ncu_dellworkstation_sm89
matcher::lift_kernel,tracking,streaming+hot,G2-coalescing,low,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.005,0.713,1561.63,7.9,22.5,15.0,0.206,89600,long_scoreboard,22 sectors/request (4 = coalesced); only n=1 profiled launches — small sample,2026-07-04_071808_freiburg3nostructuretext_ncu_dellworkstation_sm89
sba::clear_full_system_stage_2_kernel,bundle_adjust,hot-persistent,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.002,0.257,1217.39,0.7,3.0,15.1,0.0,2688,wait,"'wait' stall dominant at 15% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%); only n=1 profiled launches — small sample",2026-07-04_071808_freiburg3nostructuretext_ncu_dellworkstation_sm89
