kernel,stage,persistence,class,confidence,stability,pim_affinity,substrate,time_ms,lfmr_gpu,mpki_gpu,dram_sol_pct,sectors_per_req,occupancy_pct,ai_flop_per_byte,dram_bytes_per_launch,dominant_stall,rationale,source
sba::reduced_system_stage_1_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.083,0.054,51.33,3.4,26.9,2.1,10.109,100736,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 22%, DRAM-SoL 3%); note: scattered access (27 sect/req) — re-screen for PiM once occupancy is fixed",2026-07-04_060359_mav0_ncu_dellworkstation_sm89
trsv_lt_exec,ba_solver,hot-persistent,G3-l2-reuse,medium,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.066,0.299,412.28,1.5,2.0,7.1,0.059,36096,long_scoreboard,memory-limited but LFMR 0.30 — the L2 is earning its keep,2026-07-04_060359_mav0_ncu_dellworkstation_sm89
trsv_ln_exec,ba_solver,hot-persistent,G3-l2-reuse,medium,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.053,0.331,412.33,1.2,2.0,7.0,0.065,22549.3,long_scoreboard,memory-limited but LFMR 0.33 — the L2 is earning its keep,2026-07-04_060359_mav0_ncu_dellworkstation_sm89
getrf_wo_pivot_params,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.052,0.325,291.84,3.2,6.0,8.1,1.25,59712,wait,"'wait' stall dominant at 8% occupancy; memory is not the wall (MemSoL 3%, DRAM-SoL 3%)",2026-07-04_060359_mav0_ncu_dellworkstation_sm89
sba::calc_jacobians_kernel,bundle_adjust,hot-persistent,G2-coalescing,high,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.049,0.108,162.23,8.2,27.1,14.5,7.35,146432,long_scoreboard,27 sectors/request (4 = coalesced),2026-07-04_060359_mav0_ncu_dellworkstation_sm89
sba::reduce_abs_max_kernel,bundle_adjust,hot-persistent,G4-latency,medium,borderline:G3-l2-reuse↔G4-latency,conditional,raise occupancy first; PiM if the set defeats caches,0.046,0.397,217.05,0.9,3.6,15.3,0.0,7157.33,long_scoreboard,"long-scoreboard dominant at 15% occupancy, DRAM-SoL 1%",2026-07-04_060359_mav0_ncu_dellworkstation_sm89
sba::reduced_system_stage_12_kernel,bundle_adjust,hot-persistent,G0-nosignal,low,stable,n/a,—,0.043,0.191,35.56,11.1,10.6,80.3,1.3,169472,barrier,no dominant bottleneck signal (short/latency-tax kernels),2026-07-04_060359_mav0_ncu_dellworkstation_sm89
sba::clear_full_system_stage_1_kernel,bundle_adjust,hot-persistent,G2-coalescing,medium,borderline:G0-nosignal↔G2-coalescing,conditional,scatter-capable PiM — or a data-layout fix first,0.038,0.004,2.18,0.2,24.0,41.3,0.0,2901.33,wait,24 sectors/request (4 = coalesced),2026-07-04_060359_mav0_ncu_dellworkstation_sm89
sba::point_term_kernel,bundle_adjust,hot-persistent,G2-coalescing,high,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.034,0.666,412.95,4.0,24.4,13.2,0.346,28979.2,long_scoreboard,24 sectors/request (4 = coalesced),2026-07-04_060359_mav0_ncu_dellworkstation_sm89
sba::v1T_x_M_T_x_v2_kernel,bundle_adjust,hot-persistent,G1-bandwidth,low,stable,strong,DRAM-PiM (bank-level bandwidth),0.034,0.689,95.31,10.9,2.4,43.4,0.472,158694,long_scoreboard,memory-limited (MemSoL 11%) without a sharper signature,2026-07-04_060359_mav0_ncu_dellworkstation_sm89
gftt_values_kernel,feature_detect,streaming,G1-bandwidth,low,borderline:G1-bandwidth↔G3-l2-reuse,strong,near-sensor SRAM (consume before DRAM),0.032,0.351,38.75,42.3,4.0,85.6,16.084,2.89357e+06,long_scoreboard,memory-limited (MemSoL 65%) without a sharper signature,2026-07-04_060359_mav0_ncu_dellworkstation_sm89
sba::reduced_system_stage_3_kernel,bundle_adjust,hot-persistent,G4-latency,medium,stable,strong,"near-memory compute (latency, uncacheable set)",0.031,0.516,145.56,14.1,4.0,16.1,0.684,157845,long_scoreboard,"long-scoreboard dominant at 16% occupancy, DRAM-SoL 14%",2026-07-04_060359_mav0_ncu_dellworkstation_sm89
sba::calc_point_update_kernel_xavier_special,bundle_adjust,hot-persistent,G1-bandwidth,low,stable,strong,DRAM-PiM (bank-level bandwidth),0.027,0.849,87.84,16.3,2.4,65.0,0.463,158677,long_scoreboard,memory-limited (MemSoL 16%) without a sharper signature,2026-07-04_060359_mav0_ncu_dellworkstation_sm89
sba::calc_pose_update_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.02,0.421,3180.72,3.7,4.0,6.2,0.022,26752,wait,"'wait' stall dominant at 6% occupancy; memory is not the wall (MemSoL 4%, DRAM-SoL 4%)",2026-07-04_060359_mav0_ncu_dellworkstation_sm89
sba::v1T_x_M_x_v2_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.017,0.295,11.11,1.0,2.3,14.0,4.968,7193.6,barrier,"'barrier' stall dominant at 14% occupancy; memory is not the wall (MemSoL 3%, DRAM-SoL 1%)",2026-07-04_060359_mav0_ncu_dellworkstation_sm89
sba::pose_scaling_term_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.017,0.307,172.97,0.7,13.5,12.3,0.303,4915.2,barrier,"'barrier' stall dominant at 12% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%); note: scattered access (13 sect/req) — re-screen for PiM once occupancy is fixed",2026-07-04_060359_mav0_ncu_dellworkstation_sm89
sba::update_points_kernel,bundle_adjust,hot-persistent,G2-coalescing,high,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.013,0.471,2237.5,4.8,31.6,15.5,0.056,27494.4,long_scoreboard,32 sectors/request (4 = coalesced),2026-07-04_060359_mav0_ncu_dellworkstation_sm89
non_max_suppression_kernel,feature_detect,streaming,G1-bandwidth,low,borderline:G1-bandwidth↔G3-l2-reuse,strong,near-sensor SRAM (consume before DRAM),0.012,0.387,78.55,54.2,3.9,86.9,0.0,1.44781e+06,long_scoreboard,DRAM-SoL 54%; LFMR 0.39 (L2 absorbing reuse); only n=1 profiled launches — small sample,2026-07-04_060359_mav0_ncu_dellworkstation_sm89
cub::DeviceMergeSortPartitionKernel,keypoint_sort,streaming,G3-l2-reuse,low,borderline:G3-l2-reuse↔G4-latency,weak,"weak, cache-friendly",0.012,0.32,437.89,0.5,2.5,3.7,0.0,6656,long_scoreboard,memory-limited but LFMR 0.32 — the L2 is earning its keep; only n=2 profiled launches — small sample,2026-07-04_060359_mav0_ncu_dellworkstation_sm89
sba::update_poses_kernel,bundle_adjust,hot-persistent,G3-l2-reuse,medium,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.012,0.3,1019.18,0.9,4.0,9.4,0.081,4761.6,long_scoreboard,memory-limited but LFMR 0.30 — the L2 is earning its keep,2026-07-04_060359_mav0_ncu_dellworkstation_sm89
accumulateGFTT_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.012,0.956,125.37,58.0,0,80.6,1.336,1.44922e+06,long_scoreboard,DRAM-SoL 58%; LFMR 0.96 (L2 not helping); only n=1 profiled launches — small sample,2026-07-04_060359_mav0_ncu_dellworkstation_sm89
cub::DeviceMergeSortBlockSortKernel,keypoint_sort,streaming,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.012,0.436,36.84,3.1,11.7,16.6,0.0,76928,wait,"'wait' stall dominant at 17% occupancy; memory is not the wall (MemSoL 9%, DRAM-SoL 3%); note: scattered access (12 sect/req) — re-screen for PiM once occupancy is fixed; only n=1 profiled launches — small sample",2026-07-04_060359_mav0_ncu_dellworkstation_sm89
sba::clear_full_system_stage_2_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.012,0.253,1217.39,0.7,3.0,15.1,0.0,2688,wait,"'wait' stall dominant at 15% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_060359_mav0_ncu_dellworkstation_sm89
sba::make_prediction,bundle_adjust,hot-persistent,G3-l2-reuse,medium,stable,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.011,0.262,2752.94,0.6,1.0,2.1,0.005,2995.2,long_scoreboard,memory-limited but LFMR 0.26 — the L2 is earning its keep,2026-07-04_060359_mav0_ncu_dellworkstation_sm89
xxtrf4_set_info_ker,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.011,0.253,11047.62,0.6,1.0,2.1,0.0,2474.67,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_060359_mav0_ncu_dellworkstation_sm89
dtrsv_init,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.011,0.254,10583.33,0.7,1.0,2.1,0.0,2709.33,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_060359_mav0_ncu_dellworkstation_sm89
copy_info_kernel,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.011,0.24,11047.62,0.6,1.0,2.1,0.0,2474.67,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_060359_mav0_ncu_dellworkstation_sm89
dtrsv_init_up,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.011,0.262,9333.33,0.7,1.0,2.1,0.0,2688,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_060359_mav0_ncu_dellworkstation_sm89
cub::DeviceMergeSortMergeKernel,keypoint_sort,streaming,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.01,0.382,155.56,7.0,12.3,16.5,0.0,77248,wait,"'wait' stall dominant at 16% occupancy; memory is not the wall (MemSoL 7%, DRAM-SoL 7%); note: scattered access (12 sect/req) — re-screen for PiM once occupancy is fixed; only n=2 profiled launches — small sample",2026-07-04_060359_mav0_ncu_dellworkstation_sm89
downsample_gftt_x8_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.01,0.806,122.28,67.5,4.0,79.8,0.0,1.44832e+06,long_scoreboard,DRAM-SoL 67%; LFMR 0.81 (L2 not helping); only n=1 profiled launches — small sample,2026-07-04_060359_mav0_ncu_dellworkstation_sm89
select_features_kernel,feature_detect,streaming,G2-coalescing,low,borderline:G1-bandwidth↔G2-coalescing,conditional,scatter-capable PiM — or a data-layout fix first,0.006,0.854,819.87,43.1,21.2,15.5,0.114,565120,long_scoreboard,21 sectors/request (4 = coalesced); only n=1 profiled launches — small sample,2026-07-04_060359_mav0_ncu_dellworkstation_sm89
filter_maximums_kernel,feature_detect,streaming,G3-l2-reuse,low,borderline:G2-coalescing↔G3-l2-reuse,weak,"weak, cache-friendly",0.003,0.056,15.54,1.0,6.6,15.3,0.0,5632,long_scoreboard,memory-limited but LFMR 0.06 — the L2 is earning its keep; only n=1 profiled launches — small sample,2026-07-04_060359_mav0_ncu_dellworkstation_sm89
