kernel,stage,persistence,class,confidence,stability,pim_affinity,substrate,time_ms,lfmr_gpu,mpki_gpu,dram_sol_pct,sectors_per_req,occupancy_pct,ai_flop_per_byte,dram_bytes_per_launch,dominant_stall,rationale,source
conv_grad_x_kernel,feature_detect,streaming,G1-bandwidth,low,borderline:G1-bandwidth↔G3-l2-reuse,strong,near-sensor SRAM (consume before DRAM),0.034,0.409,104.92,22.9,3.7,32.8,3.66,241847,tex_throttle,memory-limited (MemSoL 23%) without a sharper signature,2026-07-04_070744_freiburg3longofficehouse_ncu_dellworkstation_sm89
gftt_values_kernel,feature_detect,streaming,G1-bandwidth,low,borderline:G1-bandwidth↔G3-l2-reuse,strong,near-sensor SRAM (consume before DRAM),0.028,0.355,38.77,41.0,4.0,85.8,16.077,2.46362e+06,long_scoreboard,memory-limited (MemSoL 63%) without a sharper signature,2026-07-04_070744_freiburg3longofficehouse_ncu_dellworkstation_sm89
sba::calc_point_update_kernel_xavier_special,bundle_adjust,hot-persistent,G1-bandwidth,low,stable,strong,DRAM-PiM (bank-level bandwidth),0.027,0.847,87.91,16.3,2.4,67.3,0.463,154667,long_scoreboard,memory-limited (MemSoL 16%) without a sharper signature,2026-07-04_070744_freiburg3longofficehouse_ncu_dellworkstation_sm89
sba::v1T_x_M_x_v2_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.02,0.288,11.07,1.0,2.3,14.0,4.985,7168,barrier,"'barrier' stall dominant at 14% occupancy; memory is not the wall (MemSoL 3%, DRAM-SoL 1%)",2026-07-04_070744_freiburg3longofficehouse_ncu_dellworkstation_sm89
sba::calc_pose_update_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.02,0.33,1199.22,1.4,4.0,6.5,0.058,9856,wait,"'wait' stall dominant at 7% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_070744_freiburg3longofficehouse_ncu_dellworkstation_sm89
sba::pose_scaling_term_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.019,0.3,171.17,0.7,13.5,12.4,0.306,4864,barrier,"'barrier' stall dominant at 12% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%); note: scattered access (14 sect/req) — re-screen for PiM once occupancy is fixed",2026-07-04_070744_freiburg3longofficehouse_ncu_dellworkstation_sm89
sba::update_points_kernel,bundle_adjust,hot-persistent,G2-coalescing,high,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.016,0.441,2184.03,4.7,31.1,15.2,0.056,26837.3,long_scoreboard,31 sectors/request (4 = coalesced),2026-07-04_070744_freiburg3longofficehouse_ncu_dellworkstation_sm89
sba::update_poses_kernel,bundle_adjust,hot-persistent,G3-l2-reuse,medium,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.014,0.291,1018.26,0.9,4.0,9.4,0.081,4757.33,long_scoreboard,memory-limited but LFMR 0.29 — the L2 is earning its keep,2026-07-04_070744_freiburg3longofficehouse_ncu_dellworkstation_sm89
sba::make_prediction,bundle_adjust,hot-persistent,G3-l2-reuse,medium,stable,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.014,0.254,2784.31,0.6,1.0,2.1,0.005,3029.33,long_scoreboard,memory-limited but LFMR 0.25 — the L2 is earning its keep,2026-07-04_070744_freiburg3longofficehouse_ncu_dellworkstation_sm89
sba::clear_full_system_stage_2_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.013,0.248,1217.39,0.7,3.0,15.2,0.0,2688,wait,"'wait' stall dominant at 15% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_070744_freiburg3longofficehouse_ncu_dellworkstation_sm89
xxtrf4_set_info_ker,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.013,0.253,10938.78,0.6,1.0,2.1,0.0,2450.29,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_070744_freiburg3longofficehouse_ncu_dellworkstation_sm89
cub::DeviceMergeSortPartitionKernel,keypoint_sort,streaming,G3-l2-reuse,low,borderline:G3-l2-reuse↔G4-latency,weak,"weak, cache-friendly",0.012,0.276,410.99,0.5,2.2,3.8,0.0,6464,long_scoreboard,memory-limited but LFMR 0.28 — the L2 is earning its keep; only n=2 profiled launches — small sample,2026-07-04_070744_freiburg3longofficehouse_ncu_dellworkstation_sm89
cub::DeviceMergeSortBlockSortKernel,keypoint_sort,streaming,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.012,0.37,34.96,2.7,12.0,16.6,0.0,68224,wait,"'wait' stall dominant at 17% occupancy; memory is not the wall (MemSoL 8%, DRAM-SoL 3%); note: scattered access (12 sect/req) — re-screen for PiM once occupancy is fixed; only n=1 profiled launches — small sample",2026-07-04_070744_freiburg3longofficehouse_ncu_dellworkstation_sm89
dtrsv_init,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.011,0.245,10833.33,0.7,1.0,2.1,0.0,2773.33,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_070744_freiburg3longofficehouse_ncu_dellworkstation_sm89
copy_info_kernel,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.011,0.249,11142.86,0.6,1.0,2.1,0.0,2496,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_070744_freiburg3longofficehouse_ncu_dellworkstation_sm89
dtrsv_init_up,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.011,0.256,9481.48,0.7,1.0,2.1,0.0,2730.67,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_070744_freiburg3longofficehouse_ncu_dellworkstation_sm89
non_max_suppression_kernel,feature_detect,streaming,G1-bandwidth,low,borderline:G1-bandwidth↔G3-l2-reuse,strong,near-sensor SRAM (consume before DRAM),0.011,0.39,80.27,52.4,4.0,87.3,0.0,1.2329e+06,long_scoreboard,DRAM-SoL 52%; LFMR 0.39 (L2 absorbing reuse); only n=1 profiled launches — small sample,2026-07-04_070744_freiburg3longofficehouse_ncu_dellworkstation_sm89
cub::DeviceMergeSortMergeKernel,keypoint_sort,streaming,G2-coalescing,low,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.01,0.359,145.91,6.3,12.1,16.5,0.0,68544,long_scoreboard,12 sectors/request (4 = coalesced); only n=2 profiled launches — small sample,2026-07-04_070744_freiburg3longofficehouse_ncu_dellworkstation_sm89
accumulateGFTT_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.01,0.954,128.05,57.3,0,79.5,1.308,1.23418e+06,long_scoreboard,DRAM-SoL 57%; LFMR 0.95 (L2 not helping); only n=1 profiled launches — small sample,2026-07-04_070744_freiburg3longofficehouse_ncu_dellworkstation_sm89
downsample_gftt_x8_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.009,0.809,122.58,63.3,4.0,77.6,0.0,1.23328e+06,long_scoreboard,DRAM-SoL 63%; LFMR 0.81 (L2 not helping); only n=1 profiled launches — small sample,2026-07-04_070744_freiburg3longofficehouse_ncu_dellworkstation_sm89
select_features_kernel,feature_detect,streaming,G2-coalescing,low,borderline:G1-bandwidth↔G2-coalescing,conditional,scatter-capable PiM — or a data-layout fix first,0.006,0.847,703.81,39.7,18.1,15.7,0.113,485120,long_scoreboard,18 sectors/request (4 = coalesced); only n=1 profiled launches — small sample,2026-07-04_070744_freiburg3longofficehouse_ncu_dellworkstation_sm89
matcher::lift_kernel,tracking,streaming+hot,G2-coalescing,low,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.005,0.763,1462.81,8.0,22.5,15.2,0.197,90624,long_scoreboard,22 sectors/request (4 = coalesced); only n=1 profiled launches — small sample,2026-07-04_070744_freiburg3longofficehouse_ncu_dellworkstation_sm89
filter_maximums_kernel,feature_detect,streaming,G3-l2-reuse,low,borderline:G2-coalescing↔G3-l2-reuse,weak,"weak, cache-friendly",0.003,0.053,15.11,0.9,6.6,16.0,0.0,5632,long_scoreboard,memory-limited but LFMR 0.05 — the L2 is earning its keep; only n=1 profiled launches — small sample,2026-07-04_070744_freiburg3longofficehouse_ncu_dellworkstation_sm89
