kernel,stage,persistence,class,confidence,stability,pim_affinity,substrate,time_ms,lfmr_gpu,mpki_gpu,dram_sol_pct,sectors_per_req,occupancy_pct,ai_flop_per_byte,dram_bytes_per_launch,dominant_stall,rationale,source
trsv_lt_exec,ba_solver,hot-persistent,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.029,0.33,662.99,2.2,1.1,7.7,0.036,34624,barrier,"'barrier' stall dominant at 8% occupancy; memory is not the wall (MemSoL 2%, DRAM-SoL 2%); only n=4 profiled launches — small sample",2026-07-04_061047_mav0_ncu_dellworkstation_sm89
sba::calc_jacobians_kernel,bundle_adjust,hot-persistent,G2-coalescing,low,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.028,0.092,173.67,5.2,26.0,14.9,6.835,79136,long_scoreboard,26 sectors/request (4 = coalesced); only n=4 profiled launches — small sample,2026-07-04_061047_mav0_ncu_dellworkstation_sm89
sba::reduce_abs_max_kernel,bundle_adjust,hot-persistent,G3-l2-reuse,medium,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.027,0.343,190.71,0.8,2.7,15.1,0.0,5712,long_scoreboard,memory-limited but LFMR 0.34 — the L2 is earning its keep,2026-07-04_061047_mav0_ncu_dellworkstation_sm89
trsv_ln_exec,ba_solver,hot-persistent,G3-l2-reuse,low,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.025,0.322,694.42,1.6,1.1,6.3,0.052,21088,long_scoreboard,memory-limited but LFMR 0.32 — the L2 is earning its keep; only n=4 profiled launches — small sample,2026-07-04_061047_mav0_ncu_dellworkstation_sm89
sba::reduced_system_stage_12_kernel,bundle_adjust,hot-persistent,G0-nosignal,low,stable,n/a,—,0.021,0.273,18.75,3.2,7.7,79.3,0.882,35136,barrier,no dominant bottleneck signal (short/latency-tax kernels),2026-07-04_061047_mav0_ncu_dellworkstation_sm89
sba::point_term_kernel,bundle_adjust,hot-persistent,G2-coalescing,high,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.02,0.558,294.69,2.6,24.5,13.4,0.377,18304,long_scoreboard,24 sectors/request (4 = coalesced),2026-07-04_061047_mav0_ncu_dellworkstation_sm89
sba::v1T_x_M_T_x_v2_kernel,bundle_adjust,hot-persistent,G4-latency,low,borderline:G3-l2-reuse↔G4-latency,conditional,raise occupancy first; PiM if the set defeats caches,0.02,0.382,67.56,2.7,1.8,12.4,0.384,29184,long_scoreboard,"long-scoreboard dominant at 12% occupancy, DRAM-SoL 3%; only n=4 profiled launches — small sample",2026-07-04_061047_mav0_ncu_dellworkstation_sm89
sba::reduced_system_stage_2_kernel,bundle_adjust,hot-persistent,G3-l2-reuse,low,stable,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.018,0.171,31.52,4.7,3.9,23.1,2.458,46336,long_scoreboard,memory-limited but LFMR 0.17 — the L2 is earning its keep; only n=4 profiled launches — small sample,2026-07-04_061047_mav0_ncu_dellworkstation_sm89
sba::reduced_system_stage_3_kernel,bundle_adjust,hot-persistent,G4-latency,low,stable,strong,"near-memory compute (latency, uncacheable set)",0.017,0.467,125.32,3.1,3.9,14.2,0.668,28416,long_scoreboard,"long-scoreboard dominant at 14% occupancy, DRAM-SoL 3%; only n=4 profiled launches — small sample",2026-07-04_061047_mav0_ncu_dellworkstation_sm89
sba::calc_pose_update_kernel,bundle_adjust,hot-persistent,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.013,0.331,1171.31,1.4,1.0,6.6,0.015,9408,wait,"'wait' stall dominant at 7% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%); only n=4 profiled launches — small sample",2026-07-04_061047_mav0_ncu_dellworkstation_sm89
cub::DeviceMergeSortPartitionKernel,keypoint_sort,streaming,G3-l2-reuse,low,borderline:G3-l2-reuse↔G4-latency,weak,"weak, cache-friendly",0.012,0.328,419.13,0.5,2.4,3.8,0.0,6592,long_scoreboard,memory-limited but LFMR 0.33 — the L2 is earning its keep; only n=2 profiled launches — small sample,2026-07-04_061047_mav0_ncu_dellworkstation_sm89
sba::calc_point_update_kernel_xavier_special,bundle_adjust,hot-persistent,G4-latency,low,stable,strong,"near-memory compute (latency, uncacheable set)",0.012,0.555,63.56,4.5,1.8,16.4,0.354,29216,long_scoreboard,"long-scoreboard dominant at 16% occupancy, DRAM-SoL 4%; only n=4 profiled launches — small sample",2026-07-04_061047_mav0_ncu_dellworkstation_sm89
non_max_suppression_kernel,feature_detect,streaming,G1-bandwidth,low,borderline:G1-bandwidth↔G3-l2-reuse,strong,near-sensor SRAM (consume before DRAM),0.012,0.387,78.56,54.9,3.9,86.8,0.0,1.44794e+06,long_scoreboard,DRAM-SoL 55%; LFMR 0.39 (L2 absorbing reuse); only n=1 profiled launches — small sample,2026-07-04_061047_mav0_ncu_dellworkstation_sm89
cub::DeviceMergeSortBlockSortKernel,keypoint_sort,streaming,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.011,0.434,36.5,3.0,11.8,16.6,0.0,75264,wait,"'wait' stall dominant at 17% occupancy; memory is not the wall (MemSoL 9%, DRAM-SoL 3%); note: scattered access (12 sect/req) — re-screen for PiM once occupancy is fixed; only n=1 profiled launches — small sample",2026-07-04_061047_mav0_ncu_dellworkstation_sm89
accumulateGFTT_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.011,0.956,125.37,59.8,0,81.4,1.336,1.44922e+06,long_scoreboard,DRAM-SoL 60%; LFMR 0.96 (L2 not helping); only n=1 profiled launches — small sample,2026-07-04_061047_mav0_ncu_dellworkstation_sm89
cub::DeviceMergeSortMergeKernel,keypoint_sort,streaming,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.01,0.364,152.8,6.9,12.0,16.4,0.0,75328,wait,"'wait' stall dominant at 16% occupancy; memory is not the wall (MemSoL 7%, DRAM-SoL 7%); note: scattered access (12 sect/req) — re-screen for PiM once occupancy is fixed; only n=2 profiled launches — small sample",2026-07-04_061047_mav0_ncu_dellworkstation_sm89
sba::clear_full_system_stage_1_kernel,bundle_adjust,hot-persistent,G0-nosignal,low,stable,n/a,—,0.01,0.093,3.85,0.5,6.0,59.6,0.0,2880,wait,no dominant bottleneck signal (short/latency-tax kernels),2026-07-04_061047_mav0_ncu_dellworkstation_sm89
sba::v1T_x_M_x_v2_kernel,bundle_adjust,hot-persistent,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.01,0.228,30.84,0.7,1.0,12.8,1.746,4992,barrier,"'barrier' stall dominant at 13% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%); only n=3 profiled launches — small sample",2026-07-04_061047_mav0_ncu_dellworkstation_sm89
downsample_gftt_x8_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.01,0.807,122.28,69.1,4.0,80.1,0.0,1.44832e+06,long_scoreboard,DRAM-SoL 69%; LFMR 0.81 (L2 not helping); only n=1 profiled launches — small sample,2026-07-04_061047_mav0_ncu_dellworkstation_sm89
sba::pose_scaling_term_kernel,bundle_adjust,hot-persistent,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.01,0.29,150.15,0.6,3.5,12.4,0.34,4266.67,barrier,"'barrier' stall dominant at 12% occupancy; memory is not the wall (MemSoL 2%, DRAM-SoL 1%); only n=3 profiled launches — small sample",2026-07-04_061047_mav0_ncu_dellworkstation_sm89
sba::update_points_kernel,bundle_adjust,hot-persistent,G2-coalescing,low,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.008,0.449,2031.01,2.9,31.5,13.2,0.051,16768,long_scoreboard,31 sectors/request (4 = coalesced); only n=3 profiled launches — small sample,2026-07-04_061047_mav0_ncu_dellworkstation_sm89
sba::clear_full_system_stage_2_kernel,bundle_adjust,hot-persistent,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.008,0.404,7347.83,4.0,1.0,15.1,0.0,16224,wait,"'wait' stall dominant at 15% occupancy; memory is not the wall (MemSoL 4%, DRAM-SoL 4%); only n=4 profiled launches — small sample",2026-07-04_061047_mav0_ncu_dellworkstation_sm89
dtrsv_init,ba_solver,hot-persistent,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.008,0.241,10625.0,0.7,1.0,2.1,0.0,2720,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%); only n=4 profiled launches — small sample",2026-07-04_061047_mav0_ncu_dellworkstation_sm89
xxtrf4_set_info_ker,ba_solver,hot-persistent,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.008,0.25,11000.0,0.6,1.0,2.1,0.0,2464,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%); only n=4 profiled launches — small sample",2026-07-04_061047_mav0_ncu_dellworkstation_sm89
copy_info_kernel,ba_solver,hot-persistent,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.008,0.25,11000.0,0.6,1.0,2.1,0.0,2464,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%); only n=4 profiled launches — small sample",2026-07-04_061047_mav0_ncu_dellworkstation_sm89
dtrsv_init_up,ba_solver,hot-persistent,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.008,0.257,9444.44,0.7,1.0,2.1,0.0,2720,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 2%, DRAM-SoL 1%); only n=4 profiled launches — small sample",2026-07-04_061047_mav0_ncu_dellworkstation_sm89
sba::update_poses_kernel,bundle_adjust,hot-persistent,G3-l2-reuse,low,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.007,0.279,949.77,0.9,1.0,9.3,0.022,4437.33,long_scoreboard,memory-limited but LFMR 0.28 — the L2 is earning its keep; only n=3 profiled launches — small sample,2026-07-04_061047_mav0_ncu_dellworkstation_sm89
sba::make_prediction,bundle_adjust,hot-persistent,G3-l2-reuse,low,stable,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.007,0.26,2823.53,0.6,1.0,2.1,0.005,3072,long_scoreboard,memory-limited but LFMR 0.26 — the L2 is earning its keep; only n=3 profiled launches — small sample,2026-07-04_061047_mav0_ncu_dellworkstation_sm89
select_features_kernel,feature_detect,streaming,G2-coalescing,low,borderline:G1-bandwidth↔G2-coalescing,conditional,scatter-capable PiM — or a data-layout fix first,0.006,0.853,798.89,42.5,20.6,15.6,0.113,550656,long_scoreboard,21 sectors/request (4 = coalesced); only n=1 profiled launches — small sample,2026-07-04_061047_mav0_ncu_dellworkstation_sm89
filter_maximums_kernel,feature_detect,streaming,G3-l2-reuse,low,borderline:G2-coalescing↔G3-l2-reuse,weak,"weak, cache-friendly",0.003,0.05,15.11,0.9,6.7,16.1,0.0,5632,long_scoreboard,memory-limited but LFMR 0.05 — the L2 is earning its keep; only n=1 profiled launches — small sample,2026-07-04_061047_mav0_ncu_dellworkstation_sm89
