kernel,stage,persistence,class,confidence,stability,pim_affinity,substrate,time_ms,lfmr_gpu,mpki_gpu,dram_sol_pct,sectors_per_req,occupancy_pct,ai_flop_per_byte,dram_bytes_per_launch,dominant_stall,rationale,source
sba::reduced_system_stage_12_kernel,bundle_adjust,hot-persistent,G0-nosignal,low,stable,n/a,—,0.058,0.206,35.84,9.6,10.6,76.6,1.29,118938,barrier,no dominant bottleneck signal (short/latency-tax kernels),2026-07-04_071425_freiburg3nostructurenote_ncu_dellworkstation_sm89
sba::v1T_x_M_T_x_v2_kernel,bundle_adjust,hot-persistent,G1-bandwidth,low,stable,strong,DRAM-PiM (bank-level bandwidth),0.05,0.666,96.7,9.3,2.4,33.6,0.466,111630,long_scoreboard,memory-limited (MemSoL 9%) without a sharper signature,2026-07-04_071425_freiburg3nostructurenote_ncu_dellworkstation_sm89
sba::reduced_system_stage_3_kernel,bundle_adjust,hot-persistent,G4-latency,medium,stable,strong,"near-memory compute (latency, uncacheable set)",0.048,0.524,129.8,12.0,3.9,15.9,0.686,124966,long_scoreboard,"long-scoreboard dominant at 16% occupancy, DRAM-SoL 12%",2026-07-04_071425_freiburg3nostructurenote_ncu_dellworkstation_sm89
sba::calc_pose_update_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.041,0.379,1068.18,1.2,4.0,4.6,0.047,12032,wait,"'wait' stall dominant at 5% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_071425_freiburg3nostructurenote_ncu_dellworkstation_sm89
conv_grad_y_kernel,feature_detect,streaming,G1-bandwidth,low,borderline:G1-bandwidth↔G3-l2-reuse,strong,near-sensor SRAM (consume before DRAM),0.032,0.406,123.72,24.1,3.8,35.4,3.45,279936,tex_throttle,memory-limited (MemSoL 30%) without a sharper signature,2026-07-04_071425_freiburg3nostructurenote_ncu_dellworkstation_sm89
sba::calc_point_update_kernel_xavier_special,bundle_adjust,hot-persistent,G1-bandwidth,low,stable,strong,DRAM-PiM (bank-level bandwidth),0.032,0.811,89.09,14.9,2.4,54.8,0.457,111573,long_scoreboard,memory-limited (MemSoL 15%) without a sharper signature,2026-07-04_071425_freiburg3nostructurenote_ncu_dellworkstation_sm89
conv_grad_x_kernel,feature_detect,streaming,G1-bandwidth,low,borderline:G1-bandwidth↔G3-l2-reuse,strong,near-sensor SRAM (consume before DRAM),0.031,0.422,104.73,25.2,3.8,35.9,3.664,280640,tex_throttle,memory-limited (MemSoL 26%) without a sharper signature,2026-07-04_071425_freiburg3nostructurenote_ncu_dellworkstation_sm89
sba::v1T_x_M_x_v2_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.03,0.288,11.09,1.0,2.3,13.9,4.976,7182.22,barrier,"'barrier' stall dominant at 14% occupancy; memory is not the wall (MemSoL 3%, DRAM-SoL 1%)",2026-07-04_071425_freiburg3nostructurenote_ncu_dellworkstation_sm89
sba::pose_scaling_term_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.029,0.44,893.89,3.7,13.5,12.4,0.059,25400.9,barrier,"'barrier' stall dominant at 12% occupancy; memory is not the wall (MemSoL 4%, DRAM-SoL 4%); note: scattered access (14 sect/req) — re-screen for PiM once occupancy is fixed",2026-07-04_071425_freiburg3nostructurenote_ncu_dellworkstation_sm89
sba::make_prediction,bundle_adjust,hot-persistent,G4-latency,medium,borderline:G3-l2-reuse↔G4-latency,conditional,raise occupancy first; PiM if the set defeats caches,0.028,0.356,2923.98,0.8,1.0,2.1,0.003,5333.33,long_scoreboard,"long-scoreboard dominant at 2% occupancy, DRAM-SoL 1%",2026-07-04_071425_freiburg3nostructurenote_ncu_dellworkstation_sm89
gftt_values_kernel,feature_detect,streaming,G1-bandwidth,low,borderline:G1-bandwidth↔G3-l2-reuse,strong,near-sensor SRAM (consume before DRAM),0.028,0.352,38.78,41.3,4.0,85.8,16.071,2.46464e+06,long_scoreboard,memory-limited (MemSoL 63%) without a sharper signature,2026-07-04_071425_freiburg3nostructurenote_ncu_dellworkstation_sm89
sba::build_full_system_2_kernel,bundle_adjust,hot-persistent,G2-coalescing,low,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.02,0.347,72.02,3.4,10.5,14.1,4.674,75008,long_scoreboard,10 sectors/request (4 = coalesced); only n=2 profiled launches — small sample,2026-07-04_071425_freiburg3nostructurenote_ncu_dellworkstation_sm89
xxtrf4_set_info_ker,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.019,0.252,10971.43,0.6,1.0,2.1,0.0,2457.6,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_071425_freiburg3nostructurenote_ncu_dellworkstation_sm89
copy_info_kernel,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.018,0.258,11174.6,0.6,1.0,2.1,0.0,2503.11,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_071425_freiburg3nostructurenote_ncu_dellworkstation_sm89
dtrsv_init,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.017,0.255,10611.11,0.7,1.0,2.1,0.0,2716.44,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_071425_freiburg3nostructurenote_ncu_dellworkstation_sm89
dtrsv_init_up,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.017,0.259,9432.1,0.7,1.0,2.1,0.0,2716.44,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_071425_freiburg3nostructurenote_ncu_dellworkstation_sm89
sba::calc_jacobians_kernel,bundle_adjust,hot-persistent,G2-coalescing,low,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.013,0.182,216.31,3.6,15.2,14.7,4.048,50368,long_scoreboard,15 sectors/request (4 = coalesced); only n=2 profiled launches — small sample,2026-07-04_071425_freiburg3nostructurenote_ncu_dellworkstation_sm89
cub::DeviceMergeSortPartitionKernel,keypoint_sort,streaming,G3-l2-reuse,low,borderline:G3-l2-reuse↔G4-latency,weak,"weak, cache-friendly",0.012,0.322,428.57,0.5,2.4,3.8,0.0,6528,long_scoreboard,memory-limited but LFMR 0.32 — the L2 is earning its keep; only n=2 profiled launches — small sample,2026-07-04_071425_freiburg3nostructurenote_ncu_dellworkstation_sm89
cub::DeviceMergeSortBlockSortKernel,keypoint_sort,streaming,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.012,0.395,36.09,2.9,12.5,16.6,0.0,73344,wait,"'wait' stall dominant at 17% occupancy; memory is not the wall (MemSoL 8%, DRAM-SoL 3%); note: scattered access (12 sect/req) — re-screen for PiM once occupancy is fixed; only n=1 profiled launches — small sample",2026-07-04_071425_freiburg3nostructurenote_ncu_dellworkstation_sm89
non_max_suppression_kernel,feature_detect,streaming,G1-bandwidth,low,borderline:G1-bandwidth↔G3-l2-reuse,strong,near-sensor SRAM (consume before DRAM),0.011,0.389,80.28,52.6,4.0,87.4,0.0,1.23302e+06,long_scoreboard,DRAM-SoL 53%; LFMR 0.39 (L2 absorbing reuse); only n=1 profiled launches — small sample,2026-07-04_071425_freiburg3nostructurenote_ncu_dellworkstation_sm89
cub::DeviceMergeSortMergeKernel,keypoint_sort,streaming,G2-coalescing,low,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.011,0.43,151.0,6.4,11.8,16.5,0.0,73664,long_scoreboard,12 sectors/request (4 = coalesced); only n=2 profiled launches — small sample,2026-07-04_071425_freiburg3nostructurenote_ncu_dellworkstation_sm89
matcher::lift_kernel,tracking,streaming+hot,G2-coalescing,low,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.01,0.742,1632.23,8.1,23.2,14.4,0.202,90752,long_scoreboard,23 sectors/request (4 = coalesced); only n=2 profiled launches — small sample,2026-07-04_071425_freiburg3nostructurenote_ncu_dellworkstation_sm89
sba::clear_full_system_stage_1_kernel,bundle_adjust,hot-persistent,G2-coalescing,low,borderline:G0-nosignal↔G2-coalescing,conditional,scatter-capable PiM — or a data-layout fix first,0.01,0.005,3.05,0.3,24.0,42.5,0.0,2880,wait,24 sectors/request (4 = coalesced); only n=2 profiled launches — small sample,2026-07-04_071425_freiburg3nostructurenote_ncu_dellworkstation_sm89
accumulateGFTT_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.01,0.954,128.03,58.2,0,80.1,1.308,1.23405e+06,long_scoreboard,DRAM-SoL 58%; LFMR 0.95 (L2 not helping); only n=1 profiled launches — small sample,2026-07-04_071425_freiburg3nostructurenote_ncu_dellworkstation_sm89
downsample_gftt_x8_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.009,0.811,122.58,64.6,4.0,79.0,0.0,1.23328e+06,long_scoreboard,DRAM-SoL 65%; LFMR 0.81 (L2 not helping); only n=1 profiled launches — small sample,2026-07-04_071425_freiburg3nostructurenote_ncu_dellworkstation_sm89
select_features_kernel,feature_detect,streaming,G2-coalescing,low,borderline:G1-bandwidth↔G2-coalescing,conditional,scatter-capable PiM — or a data-layout fix first,0.006,0.85,761.37,41.1,19.8,16.0,0.115,524800,long_scoreboard,20 sectors/request (4 = coalesced); only n=1 profiled launches — small sample,2026-07-04_071425_freiburg3nostructurenote_ncu_dellworkstation_sm89
sba::clear_full_system_stage_2_kernel,bundle_adjust,hot-persistent,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.004,0.26,1217.39,0.7,3.0,15.1,0.0,2688,wait,"'wait' stall dominant at 15% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%); only n=2 profiled launches — small sample",2026-07-04_071425_freiburg3nostructurenote_ncu_dellworkstation_sm89
filter_maximums_kernel,feature_detect,streaming,G3-l2-reuse,low,borderline:G2-coalescing↔G3-l2-reuse,weak,"weak, cache-friendly",0.003,0.065,24.19,0.9,6.6,8.5,0.0,4608,long_scoreboard,memory-limited but LFMR 0.07 — the L2 is earning its keep; only n=1 profiled launches — small sample,2026-07-04_071425_freiburg3nostructurenote_ncu_dellworkstation_sm89
