kernel,stage,persistence,class,confidence,stability,pim_affinity,substrate,time_ms,lfmr_gpu,mpki_gpu,dram_sol_pct,sectors_per_req,occupancy_pct,ai_flop_per_byte,dram_bytes_per_launch,dominant_stall,rationale,source
sba::reduced_system_stage_12_kernel,bundle_adjust,hot-persistent,G0-nosignal,low,stable,n/a,—,0.049,0.199,35.52,10.4,10.5,77.0,1.301,156818,barrier,no dominant bottleneck signal (short/latency-tax kernels),2026-07-04_060701_mav0_ncu_dellworkstation_sm89
sba::point_term_kernel,bundle_adjust,hot-persistent,G2-coalescing,high,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.047,0.654,393.03,3.8,24.4,13.4,0.349,26998.9,long_scoreboard,24 sectors/request (4 = coalesced),2026-07-04_060701_mav0_ncu_dellworkstation_sm89
getrf_wo_pivot_params,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.047,0.33,388.5,3.5,5.6,8.1,0.683,59797.3,wait,"'wait' stall dominant at 8% occupancy; memory is not the wall (MemSoL 4%, DRAM-SoL 4%)",2026-07-04_060701_mav0_ncu_dellworkstation_sm89
sba::v1T_x_M_T_x_v2_kernel,bundle_adjust,hot-persistent,G1-bandwidth,low,stable,strong,DRAM-PiM (bank-level bandwidth),0.045,0.685,95.61,10.5,2.4,40.1,0.472,145573,long_scoreboard,memory-limited (MemSoL 11%) without a sharper signature,2026-07-04_060701_mav0_ncu_dellworkstation_sm89
sba::evaluate_cost_kernel,bundle_adjust,hot-persistent,G4-latency,medium,borderline:G2-coalescing↔G4-latency,strong,"near-memory compute (latency, uncacheable set)",0.041,0.799,222.1,12.9,6.5,14.6,1.358,142624,long_scoreboard,"long-scoreboard dominant at 15% occupancy, DRAM-SoL 13%",2026-07-04_060701_mav0_ncu_dellworkstation_sm89
sba::reduced_system_stage_3_kernel,bundle_adjust,hot-persistent,G4-latency,medium,stable,strong,"near-memory compute (latency, uncacheable set)",0.037,0.514,138.41,12.9,3.9,16.2,0.702,146085,long_scoreboard,"long-scoreboard dominant at 16% occupancy, DRAM-SoL 13%",2026-07-04_060701_mav0_ncu_dellworkstation_sm89
sba::calc_pose_update_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.032,0.379,1066.56,1.2,4.0,4.7,0.047,12013.7,wait,"'wait' stall dominant at 5% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_060701_mav0_ncu_dellworkstation_sm89
gftt_values_kernel,feature_detect,streaming,G1-bandwidth,low,borderline:G1-bandwidth↔G3-l2-reuse,strong,near-sensor SRAM (consume before DRAM),0.031,0.353,38.75,42.6,4.0,85.7,16.083,2.8937e+06,long_scoreboard,memory-limited (MemSoL 65%) without a sharper signature,2026-07-04_060701_mav0_ncu_dellworkstation_sm89
sba::calc_point_update_kernel_xavier_special,bundle_adjust,hot-persistent,G1-bandwidth,low,stable,strong,DRAM-PiM (bank-level bandwidth),0.029,0.841,88.09,16.2,2.4,69.5,0.463,145499,long_scoreboard,memory-limited (MemSoL 16%) without a sharper signature,2026-07-04_060701_mav0_ncu_dellworkstation_sm89
sba::v1T_x_M_x_v2_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.024,0.38,32.2,2.9,2.3,14.0,1.714,20845.7,barrier,"'barrier' stall dominant at 14% occupancy; memory is not the wall (MemSoL 5%, DRAM-SoL 3%)",2026-07-04_060701_mav0_ncu_dellworkstation_sm89
sba::pose_scaling_term_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.023,0.32,171.17,0.7,13.5,12.4,0.306,4864,barrier,"'barrier' stall dominant at 12% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%); note: scattered access (14 sect/req) — re-screen for PiM once occupancy is fixed",2026-07-04_060701_mav0_ncu_dellworkstation_sm89
sba::make_prediction,bundle_adjust,hot-persistent,G4-latency,medium,borderline:G3-l2-reuse↔G4-latency,conditional,raise occupancy first; PiM if the set defeats caches,0.021,0.375,2897.24,0.8,1.0,2.1,0.003,5284.57,long_scoreboard,"long-scoreboard dominant at 2% occupancy, DRAM-SoL 1%",2026-07-04_060701_mav0_ncu_dellworkstation_sm89
sba::build_full_system_2_kernel,bundle_adjust,hot-persistent,G4-latency,low,borderline:G2-coalescing↔G3-l2-reuse↔G4-latency,conditional,raise occupancy first; PiM if the set defeats caches,0.02,0.393,93.99,5.4,7.1,15.5,3.029,235776,long_scoreboard,"long-scoreboard dominant at 15% occupancy, DRAM-SoL 5%; only n=1 profiled launches — small sample",2026-07-04_060701_mav0_ncu_dellworkstation_sm89
dtrsv_init_up,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.014,0.26,9396.83,0.7,1.0,2.1,0.0,2706.29,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_060701_mav0_ncu_dellworkstation_sm89
xxtrf4_set_info_ker,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.013,0.259,11102.04,0.6,1.0,2.1,0.0,2486.86,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_060701_mav0_ncu_dellworkstation_sm89
non_max_suppression_kernel,feature_detect,streaming,G1-bandwidth,low,borderline:G1-bandwidth↔G3-l2-reuse,strong,near-sensor SRAM (consume before DRAM),0.013,0.384,78.55,53.2,3.9,86.0,0.0,1.44781e+06,long_scoreboard,DRAM-SoL 53%; LFMR 0.38 (L2 absorbing reuse); only n=1 profiled launches — small sample,2026-07-04_060701_mav0_ncu_dellworkstation_sm89
cub::DeviceMergeSortPartitionKernel,keypoint_sort,streaming,G3-l2-reuse,low,borderline:G3-l2-reuse↔G4-latency,weak,"weak, cache-friendly",0.012,0.332,437.43,0.5,2.4,3.8,0.0,6656,long_scoreboard,memory-limited but LFMR 0.33 — the L2 is earning its keep; only n=2 profiled launches — small sample,2026-07-04_060701_mav0_ncu_dellworkstation_sm89
cub::DeviceMergeSortBlockSortKernel,keypoint_sort,streaming,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.012,0.406,36.4,3.0,12.4,16.6,0.0,75392,wait,"'wait' stall dominant at 17% occupancy; memory is not the wall (MemSoL 9%, DRAM-SoL 3%); note: scattered access (12 sect/req) — re-screen for PiM once occupancy is fixed; only n=1 profiled launches — small sample",2026-07-04_060701_mav0_ncu_dellworkstation_sm89
copy_info_kernel,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.011,0.284,11142.86,0.6,1.0,2.1,0.0,2496,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_060701_mav0_ncu_dellworkstation_sm89
dtrsv_init,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.011,0.263,10583.33,0.7,1.0,2.1,0.0,2709.33,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_060701_mav0_ncu_dellworkstation_sm89
accumulateGFTT_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.011,0.956,125.37,59.0,0,79.8,1.336,1.44922e+06,long_scoreboard,DRAM-SoL 59%; LFMR 0.96 (L2 not helping); only n=1 profiled launches — small sample,2026-07-04_060701_mav0_ncu_dellworkstation_sm89
cub::DeviceMergeSortMergeKernel,keypoint_sort,streaming,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.01,0.384,152.67,6.9,11.9,16.4,0.0,75648,wait,"'wait' stall dominant at 16% occupancy; memory is not the wall (MemSoL 7%, DRAM-SoL 7%); note: scattered access (12 sect/req) — re-screen for PiM once occupancy is fixed; only n=2 profiled launches — small sample",2026-07-04_060701_mav0_ncu_dellworkstation_sm89
downsample_gftt_x8_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.01,0.809,122.28,68.5,4.0,79.9,0.0,1.44832e+06,long_scoreboard,DRAM-SoL 69%; LFMR 0.81 (L2 not helping); only n=1 profiled launches — small sample,2026-07-04_060701_mav0_ncu_dellworkstation_sm89
sba::calc_jacobians_kernel,bundle_adjust,hot-persistent,G2-coalescing,low,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.008,0.105,162.85,8.4,25.4,15.0,7.323,138880,long_scoreboard,25 sectors/request (4 = coalesced); only n=1 profiled launches — small sample,2026-07-04_060701_mav0_ncu_dellworkstation_sm89
sba::clear_full_system_stage_1_kernel,bundle_adjust,hot-persistent,G2-coalescing,low,borderline:G0-nosignal↔G2-coalescing,conditional,scatter-capable PiM — or a data-layout fix first,0.006,0.005,2.26,0.2,24.0,41.4,0.0,2816,wait,24 sectors/request (4 = coalesced); only n=1 profiled launches — small sample,2026-07-04_060701_mav0_ncu_dellworkstation_sm89
select_features_kernel,feature_detect,streaming,G2-coalescing,low,borderline:G1-bandwidth↔G2-coalescing,conditional,scatter-capable PiM — or a data-layout fix first,0.006,0.854,803.34,42.4,20.7,15.4,0.113,553728,long_scoreboard,21 sectors/request (4 = coalesced); only n=1 profiled launches — small sample,2026-07-04_060701_mav0_ncu_dellworkstation_sm89
filter_maximums_kernel,feature_detect,streaming,G3-l2-reuse,low,borderline:G2-coalescing↔G3-l2-reuse,weak,"weak, cache-friendly",0.003,0.05,15.29,0.9,6.6,15.9,0.0,5760,long_scoreboard,memory-limited but LFMR 0.05 — the L2 is earning its keep; only n=1 profiled launches — small sample,2026-07-04_060701_mav0_ncu_dellworkstation_sm89
sba::clear_full_system_stage_2_kernel,bundle_adjust,hot-persistent,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.002,0.269,1217.39,0.7,3.0,15.1,0.0,2688,wait,"'wait' stall dominant at 15% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%); only n=1 profiled launches — small sample",2026-07-04_060701_mav0_ncu_dellworkstation_sm89
