kernel,stage,persistence,class,confidence,stability,pim_affinity,substrate,time_ms,lfmr_gpu,mpki_gpu,dram_sol_pct,sectors_per_req,occupancy_pct,ai_flop_per_byte,dram_bytes_per_launch,dominant_stall,rationale,source
sba::reduced_system_stage_1_kernel,bundle_adjust,hot-persistent,G2-coalescing,high,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.093,0.026,27.12,8.7,26.2,3.6,18.38,54052.6,wait,26 sectors/request (4 = coalesced),2026-07-02_162034_freiburg3longofficehouse_ncu_mx450_sm75
gftt_values_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.092,0.356,56.06,83.7,4.0,92.5,10.984,3.60592e+06,long_scoreboard,DRAM-SoL 84%; LFMR 0.36 (L2 absorbing reuse); only n=1 profiled launches — small sample,2026-07-02_162034_freiburg3longofficehouse_ncu_mx450_sm75
conv_grad_x_kernel,feature_detect,streaming,G1-bandwidth,high,stable,strong,near-sensor SRAM (consume before DRAM),0.088,0.453,175.45,69.5,3.9,70.5,2.144,412814,tex_throttle,DRAM-SoL 70%; LFMR 0.45 (L2 not helping),2026-07-02_162034_freiburg3longofficehouse_ncu_mx450_sm75
getrf_wo_pivot_params,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.075,0.497,268.99,9.6,3.0,12.4,1.288,57930.7,wait,"'wait' stall dominant at 12% occupancy; memory is not the wall (MemSoL 10%, DRAM-SoL 10%)",2026-07-02_162034_freiburg3longofficehouse_ncu_mx450_sm75
sba::clear_full_system_stage_1_kernel,bundle_adjust,hot-persistent,G2-coalescing,high,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.065,0.008,40.03,11.9,24.0,56.9,0.0,52141.7,wait,24 sectors/request (4 = coalesced),2026-07-02_162034_freiburg3longofficehouse_ncu_mx450_sm75
sba::calc_jacobians_kernel,bundle_adjust,hot-persistent,G2-coalescing,high,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.058,0.125,249.76,29.3,25.2,21.9,4.697,117271,long_scoreboard,25 sectors/request (4 = coalesced),2026-07-02_162034_freiburg3longofficehouse_ncu_mx450_sm75
trsv_lt_exec,ba_solver,hot-persistent,G4-latency,medium,borderline:G3-l2-reuse↔G4-latency,strong,"near-memory compute (latency, uncacheable set)",0.057,0.433,416.05,8.3,2.0,10.7,0.057,37557.3,long_scoreboard,"long-scoreboard dominant at 11% occupancy, DRAM-SoL 8%",2026-07-02_162034_freiburg3longofficehouse_ncu_mx450_sm75
non_max_suppression_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.057,0.379,147.54,86.7,4.0,95.4,0.0,2.26627e+06,long_scoreboard,DRAM-SoL 87%; LFMR 0.38 (L2 absorbing reuse); only n=1 profiled launches — small sample,2026-07-02_162034_freiburg3longofficehouse_ncu_mx450_sm75
cast_image_kernel_rgb,preprocess,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.055,0.354,200.39,78.2,4.0,91.1,0.0,2.03142e+06,long_scoreboard,DRAM-SoL 78%; LFMR 0.35 (L2 absorbing reuse); only n=1 profiled launches — small sample,2026-07-02_162034_freiburg3longofficehouse_ncu_mx450_sm75
sba::v1T_x_M_T_x_v2_kernel,bundle_adjust,hot-persistent,G1-bandwidth,low,stable,strong,DRAM-PiM (bank-level bandwidth),0.047,0.694,99.52,43.5,2.4,65.3,0.465,157216,long_scoreboard,memory-limited (MemSoL 43%) without a sharper signature,2026-07-02_162034_freiburg3longofficehouse_ncu_mx450_sm75
sba::reduced_system_stage_3_kernel,bundle_adjust,hot-persistent,G1-bandwidth,high,stable,strong,DRAM-PiM (bank-level bandwidth),0.046,0.627,128.95,51.3,3.9,38.9,0.678,156576,long_scoreboard,DRAM-SoL 51%; LFMR 0.63 (L2 not helping),2026-07-02_162034_freiburg3longofficehouse_ncu_mx450_sm75
trsv_ln_exec,ba_solver,hot-persistent,G4-latency,medium,borderline:G3-l2-reuse↔G4-latency,conditional,raise occupancy first; PiM if the set defeats caches,0.045,0.367,440.46,7.0,2.0,10.5,0.06,24778.7,long_scoreboard,"long-scoreboard dominant at 10% occupancy, DRAM-SoL 7%",2026-07-02_162034_freiburg3longofficehouse_ncu_mx450_sm75
sba::calc_point_update_kernel_xavier_special,bundle_adjust,hot-persistent,G1-bandwidth,low,stable,strong,DRAM-PiM (bank-level bandwidth),0.045,0.861,92.48,44.6,2.4,70.6,0.452,158277,long_scoreboard,memory-limited (MemSoL 45%) without a sharper signature,2026-07-02_162034_freiburg3longofficehouse_ncu_mx450_sm75
sba::evaluate_cost_kernel,bundle_adjust,hot-persistent,G2-coalescing,medium,borderline:G2-coalescing↔G4-latency,conditional,scatter-capable PiM — or a data-layout fix first,0.044,0.784,197.51,32.6,8.9,22.7,2.059,97088,long_scoreboard,9 sectors/request (4 = coalesced),2026-07-02_162034_freiburg3longofficehouse_ncu_mx450_sm75
sba::point_term_kernel,bundle_adjust,hot-persistent,G2-coalescing,high,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.043,0.692,361.2,17.8,23.9,20.0,0.334,29485.3,long_scoreboard,24 sectors/request (4 = coalesced),2026-07-02_162034_freiburg3longofficehouse_ncu_mx450_sm75
sba::reduce_abs_max_kernel,bundle_adjust,hot-persistent,G3-l2-reuse,medium,borderline:G1-bandwidth↔G3-l2-reuse,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.042,0.329,210.56,5.1,3.6,22.0,0.0,8149.33,long_scoreboard,memory-limited but LFMR 0.33 — the L2 is earning its keep,2026-07-02_162034_freiburg3longofficehouse_ncu_mx450_sm75
downsample_gftt_x8_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.035,0.833,136.35,85.2,4.0,91.5,0.0,1.36134e+06,long_scoreboard,DRAM-SoL 85%; LFMR 0.83 (L2 not helping); only n=1 profiled launches — small sample,2026-07-02_162034_freiburg3longofficehouse_ncu_mx450_sm75
accumulateGFTT_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.035,0.963,138.21,85.5,0,81.7,1.207,1.33741e+06,long_scoreboard,DRAM-SoL 85%; LFMR 0.96 (L2 not helping); only n=1 profiled launches — small sample,2026-07-02_162034_freiburg3longofficehouse_ncu_mx450_sm75
sba::v1T_x_M_x_v2_kernel,bundle_adjust,hot-persistent,G0-nosignal,low,borderline:G0-nosignal↔G7-dependency,n/a,—,0.02,0.367,10.49,5.8,2.3,31.5,4.34,8234.67,barrier,no dominant bottleneck signal (short/latency-tax kernels),2026-07-02_162034_freiburg3longofficehouse_ncu_mx450_sm75
sba::pose_scaling_term_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.018,0.334,172.8,4.4,13.5,18.0,0.254,5856,barrier,"'barrier' stall dominant at 18% occupancy; memory is not the wall (MemSoL 4%, DRAM-SoL 4%); note: scattered access (14 sect/req) — re-screen for PiM once occupancy is fixed",2026-07-02_162034_freiburg3longofficehouse_ncu_mx450_sm75
select_features_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.017,0.832,849.82,83.8,17.1,39.6,0.093,590656,long_scoreboard,DRAM-SoL 84%; LFMR 0.83 (L2 not helping); only n=1 profiled launches — small sample,2026-07-02_162034_freiburg3longofficehouse_ncu_mx450_sm75
sba::update_points_kernel,bundle_adjust,hot-persistent,G2-coalescing,high,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.017,0.336,2409.42,22.6,31.1,23.1,0.053,28373.3,long_scoreboard,31 sectors/request (4 = coalesced),2026-07-02_162034_freiburg3longofficehouse_ncu_mx450_sm75
sba::calc_pose_update_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.016,0.308,1233.77,8.6,4.0,10.3,0.055,10442.7,wait,"'wait' stall dominant at 10% occupancy; memory is not the wall (MemSoL 9%, DRAM-SoL 9%)",2026-07-02_162034_freiburg3longofficehouse_ncu_mx450_sm75
sba::update_poses_kernel,bundle_adjust,hot-persistent,G3-l2-reuse,medium,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.011,0.284,1091.95,5.9,4.0,14.9,0.076,5066.67,long_scoreboard,memory-limited but LFMR 0.28 — the L2 is earning its keep,2026-07-02_162034_freiburg3longofficehouse_ncu_mx450_sm75
sba::make_prediction,bundle_adjust,hot-persistent,G3-l2-reuse,medium,stable,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.011,0.142,3821.43,4.3,1.0,3.1,0.004,3424,long_scoreboard,memory-limited but LFMR 0.14 — the L2 is earning its keep,2026-07-02_162034_freiburg3longofficehouse_ncu_mx450_sm75
cub::DeviceMergeSortPartitionKernel,keypoint_sort,streaming,G4-latency,low,stable,strong,"near-memory compute (latency, uncacheable set)",0.011,0.486,483.74,3.1,2.3,6.1,0.0,7616,long_scoreboard,"long-scoreboard dominant at 6% occupancy, DRAM-SoL 3%; only n=2 profiled launches — small sample",2026-07-02_162034_freiburg3longofficehouse_ncu_mx450_sm75
cub::DeviceMergeSortBlockSortKernel,keypoint_sort,streaming,G7-dependency,low,borderline:G0-nosignal↔G7-dependency,none,"host GPU — raise occupancy/ILP first, then re-screen",0.011,0.399,36.35,14.0,11.9,24.9,0.0,71232,wait,"'wait' stall dominant at 25% occupancy; memory is not the wall (MemSoL 14%, DRAM-SoL 14%); note: scattered access (12 sect/req) — re-screen for PiM once occupancy is fixed; only n=1 profiled launches — small sample",2026-07-02_162034_freiburg3longofficehouse_ncu_mx450_sm75
cub::DeviceMergeSortMergeKernel,keypoint_sort,streaming,G2-coalescing,low,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.01,0.411,150.37,29.9,11.9,24.7,0.0,70992,long_scoreboard,12 sectors/request (4 = coalesced); only n=2 profiled launches — small sample,2026-07-02_162034_freiburg3longofficehouse_ncu_mx450_sm75
sba::clear_full_system_stage_2_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,borderline:G0-nosignal↔G7-dependency,none,"host GPU — raise occupancy/ILP first, then re-screen",0.01,0.413,1250.0,4.3,3.0,24.0,0.0,2720,wait,"'wait' stall dominant at 24% occupancy; memory is not the wall (MemSoL 4%, DRAM-SoL 4%)",2026-07-02_162034_freiburg3longofficehouse_ncu_mx450_sm75
xxtrf4_set_info_ker,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.01,0.238,15685.71,4.1,1.0,3.1,0.0,2509.71,wait,"'wait' stall dominant at 3% occupancy; memory is not the wall (MemSoL 4%, DRAM-SoL 4%)",2026-07-02_162034_freiburg3longofficehouse_ncu_mx450_sm75
dtrsv_init_up,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.008,0.354,11523.81,4.3,1.0,3.1,0.0,2581.33,wait,"'wait' stall dominant at 3% occupancy; memory is not the wall (MemSoL 4%, DRAM-SoL 4%)",2026-07-02_162034_freiburg3longofficehouse_ncu_mx450_sm75
dtrsv_init,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.008,0.173,12805.56,3.8,1.0,3.1,0.0,2458.67,wait,"'wait' stall dominant at 3% occupancy; memory is not the wall (MemSoL 4%, DRAM-SoL 4%)",2026-07-02_162034_freiburg3longofficehouse_ncu_mx450_sm75
copy_info_kernel,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.008,0.198,16266.67,4.3,1.0,3.1,0.0,2602.67,wait,"'wait' stall dominant at 3% occupancy; memory is not the wall (MemSoL 4%, DRAM-SoL 4%)",2026-07-02_162034_freiburg3longofficehouse_ncu_mx450_sm75
matcher::lift_kernel,tracking,streaming+hot,G2-coalescing,low,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.007,0.659,1509.81,30.0,22.5,22.5,0.191,93536,long_scoreboard,22 sectors/request (4 = coalesced); only n=1 profiled launches — small sample,2026-07-02_162034_freiburg3longofficehouse_ncu_mx450_sm75
filter_maximums_kernel,feature_detect,streaming,G3-l2-reuse,low,borderline:G1-bandwidth↔G3-l2-reuse,weak,"weak, cache-friendly",0.003,0.046,132.65,42.4,6.6,35.3,0.0,48672,long_scoreboard,memory-limited but LFMR 0.05 — the L2 is earning its keep; only n=1 profiled launches — small sample,2026-07-02_162034_freiburg3longofficehouse_ncu_mx450_sm75
